province,year,month,year_month,dengue_cases,case_definition_standardised
SUKHOTHAI,2019,4,2019-04,34,Suspected and confirmed
SUKHOTHAI,2019,5,2019-05,15,Suspected and confirmed
SUKHOTHAI,2019,6,2019-06,30,Suspected and confirmed
SUKHOTHAI,2019,7,2019-07,69,Suspected and confirmed
SUKHOTHAI,2019,8,2019-08,71,Suspected and confirmed
SUKHOTHAI,2019,9,2019-09,63,Suspected and confirmed
SUKHOTHAI,2019,10,2019-10,37,Suspected and confirmed
SUKHOTHAI,2019,11,2019-11,15,Suspected and confirmed
SUKHOTHAI,2019,12,2019-12,4,Suspected and confirmed
SUKHOTHAI,2020,1,2020-01,6,Suspected and confirmed
SUKHOTHAI,2020,2,2020-02,8,Suspected and confirmed
SUKHOTHAI,2020,3,2020-03,9,Suspected and confirmed
SUKHOTHAI,2020,4,2020-04,4,Suspected and confirmed
SUKHOTHAI,2020,5,2020-05,30,Suspected and confirmed
SUKHOTHAI,2020,6,2020-06,40,Suspected and confirmed
SUKHOTHAI,2020,7,2020-07,126,Suspected and confirmed
SUKHOTHAI,2020,8,2020-08,154,Suspected and confirmed
SUKHOTHAI,2020,9,2020-09,102,Suspected and confirmed
SUKHOTHAI,2020,10,2020-10,33,Suspected and confirmed
SUKHOTHAI,2020,11,2020-11,20,Suspected and confirmed
SUKHOTHAI,2020,12,2020-12,22,Suspected and confirmed
SUKHOTHAI,2021,1,2021-01,5,Suspected and confirmed
SUKHOTHAI,2021,2,2021-02,10,Suspected and confirmed
SUKHOTHAI,2021,3,2021-03,12,Suspected and confirmed
SUKHOTHAI,2021,4,2021-04,5,Suspected and confirmed
SUKHOTHAI,2021,5,2021-05,30,Suspected and confirmed
SUKHOTHAI,2021,6,2021-06,17,Suspected and confirmed
SUKHOTHAI,2021,7,2021-07,14,Suspected and confirmed
SUKHOTHAI,2021,8,2021-08,16,Suspected and confirmed
SUKHOTHAI,2021,9,2021-09,22,Suspected and confirmed
SUKHOTHAI,2021,10,2021-10,7,Suspected and confirmed
SUKHOTHAI,2021,11,2021-11,10,Suspected and confirmed
SUKHOTHAI,2021,12,2021-12,1,Suspected and confirmed
SUKHOTHAI,2022,1,2022-01,0,Suspected and confirmed
SUKHOTHAI,2022,2,2022-02,0,Suspected and confirmed
SUKHOTHAI,2022,3,2022-03,1,Suspected and confirmed
SUKHOTHAI,2022,4,2022-04,2,Suspected and confirmed
SUKHOTHAI,2022,5,2022-05,9,Suspected and confirmed
SUKHOTHAI,2022,6,2022-06,30,Suspected and confirmed
SUKHOTHAI,2022,7,2022-07,62,Suspected and confirmed
SUKHOTHAI,2022,8,2022-08,53,Suspected and confirmed
SUKHOTHAI,2022,9,2022-09,35,Suspected and confirmed
SUKHOTHAI,2022,10,2022-10,21,Suspected and confirmed
SUKHOTHAI,2022,11,2022-11,23,Suspected and confirmed
SUKHOTHAI,2022,12,2022-12,11,Suspected and confirmed
SUPHANBURI,2015,1,2015-01,4,Suspected and confirmed
SUPHANBURI,2015,2,2015-02,5,Suspected and confirmed
SUPHANBURI,2015,3,2015-03,18,Suspected and confirmed
SUPHANBURI,2015,4,2015-04,9,Suspected and confirmed
SUPHANBURI,2015,5,2015-05,41,Suspected and confirmed
SUPHANBURI,2015,6,2015-06,37,Suspected and confirmed
SUPHANBURI,2015,7,2015-07,58,Suspected and confirmed
SUPHANBURI,2015,8,2015-08,50,Suspected and confirmed
SUPHANBURI,2015,9,2015-09,82,Suspected and confirmed
SUPHANBURI,2015,10,2015-10,73,Suspected and confirmed
SUPHANBURI,2015,11,2015-11,106,Suspected and confirmed
SUPHANBURI,2015,12,2015-12,37,Suspected and confirmed
SUPHANBURI,2016,1,2016-01,18,Suspected and confirmed
SUPHANBURI,2016,2,2016-02,10,Suspected and confirmed
SUPHANBURI,2016,3,2016-03,20,Suspected and confirmed
SUPHANBURI,2016,4,2016-04,8,Suspected and confirmed
SUPHANBURI,2016,5,2016-05,5,Suspected and confirmed
SUPHANBURI,2016,6,2016-06,3,Suspected and confirmed
SUPHANBURI,2016,7,2016-07,17,Suspected and confirmed
SUPHANBURI,2016,8,2016-08,25,Suspected and confirmed
SUPHANBURI,2016,9,2016-09,31,Suspected and confirmed
SUPHANBURI,2016,10,2016-10,9,Suspected and confirmed
SUPHANBURI,2016,11,2016-11,12,Suspected and confirmed
SUPHANBURI,2016,12,2016-12,8,Suspected and confirmed
SUPHANBURI,2017,1,2017-01,11,Suspected and confirmed
SUPHANBURI,2017,2,2017-02,12,Suspected and confirmed
SUPHANBURI,2017,3,2017-03,11,Suspected and confirmed
SUPHANBURI,2017,4,2017-04,7,Suspected and confirmed
SUPHANBURI,2017,5,2017-05,25,Suspected and confirmed
SUPHANBURI,2017,6,2017-06,31,Suspected and confirmed
SUPHANBURI,2017,7,2017-07,61,Suspected and confirmed
SUPHANBURI,2017,8,2017-08,42,Suspected and confirmed
SUPHANBURI,2017,9,2017-09,33,Suspected and confirmed
SUPHANBURI,2017,10,2017-10,29,Suspected and confirmed
SUPHANBURI,2017,11,2017-11,27,Suspected and confirmed
SUPHANBURI,2017,12,2017-12,26,Suspected and confirmed
SUPHANBURI,2018,1,2018-01,27,Suspected and confirmed
SUPHANBURI,2018,2,2018-02,9,Suspected and confirmed
SUPHANBURI,2018,3,2018-03,16,Suspected and confirmed
SUPHANBURI,2018,4,2018-04,22,Suspected and confirmed
SUPHANBURI,2018,5,2018-05,35,Suspected and confirmed
SUPHANBURI,2018,6,2018-06,71,Suspected and confirmed
SUPHANBURI,2018,7,2018-07,76,Suspected and confirmed
SUPHANBURI,2018,8,2018-08,67,Suspected and confirmed
SUPHANBURI,2018,9,2018-09,83,Suspected and confirmed
SUPHANBURI,2018,10,2018-10,100,Suspected and confirmed
SUPHANBURI,2018,11,2018-11,74,Suspected and confirmed
SUPHANBURI,2018,12,2018-12,53,Suspected and confirmed
SUPHANBURI,2019,1,2019-01,39,Suspected and confirmed
SUPHANBURI,2019,2,2019-02,22,Suspected and confirmed
SUPHANBURI,2019,3,2019-03,13,Suspected and confirmed
SUPHANBURI,2019,4,2019-04,3,Suspected and confirmed
SUPHANBURI,2019,5,2019-05,5,Suspected and confirmed
SUPHANBURI,2019,6,2019-06,24,Suspected and confirmed
SUPHANBURI,2019,7,2019-07,26,Suspected and confirmed
SUPHANBURI,2019,8,2019-08,35,Suspected and confirmed
SUPHANBURI,2019,9,2019-09,20,Suspected and confirmed
SUPHANBURI,2019,10,2019-10,46,Suspected and confirmed
SUPHANBURI,2019,11,2019-11,48,Suspected and confirmed
SUPHANBURI,2019,12,2019-12,27,Suspected and confirmed
SUPHANBURI,2020,1,2020-01,22,Suspected and confirmed
SUPHANBURI,2020,2,2020-02,17,Suspected and confirmed
SUPHANBURI,2020,3,2020-03,18,Suspected and confirmed
SUPHANBURI,2020,4,2020-04,21,Suspected and confirmed
SUPHANBURI,2020,5,2020-05,11,Suspected and confirmed
SUPHANBURI,2020,6,2020-06,12,Suspected and confirmed
SUPHANBURI,2020,7,2020-07,19,Suspected and confirmed
SUPHANBURI,2020,8,2020-08,50,Suspected and confirmed
SUPHANBURI,2020,9,2020-09,82,Suspected and confirmed
SUPHANBURI,2020,10,2020-10,60,Suspected and confirmed
SUPHANBURI,2020,11,2020-11,55,Suspected and confirmed
SUPHANBURI,2020,12,2020-12,51,Suspected and confirmed
SUPHANBURI,2021,1,2021-01,14,Suspected and confirmed
SUPHANBURI,2021,2,2021-02,19,Suspected and confirmed
SUPHANBURI,2021,3,2021-03,14,Suspected and confirmed
SUPHANBURI,2021,4,2021-04,5,Suspected and confirmed
SUPHANBURI,2021,5,2021-05,9,Suspected and confirmed
SUPHANBURI,2021,6,2021-06,11,Suspected and confirmed
SUPHANBURI,2021,7,2021-07,12,Suspected and confirmed
SUPHANBURI,2021,8,2021-08,16,Suspected and confirmed
SUPHANBURI,2021,9,2021-09,14,Suspected and confirmed
SUPHANBURI,2021,10,2021-10,28,Suspected and confirmed
SUPHANBURI,2021,11,2021-11,15,Suspected and confirmed
SUPHANBURI,2021,12,2021-12,7,Suspected and confirmed
SUPHANBURI,2022,1,2022-01,7,Suspected and confirmed
SUPHANBURI,2022,2,2022-02,7,Suspected and confirmed
SUPHANBURI,2022,3,2022-03,7,Suspected and confirmed
SUPHANBURI,2022,4,2022-04,3,Suspected and confirmed
SUPHANBURI,2022,5,2022-05,25,Suspected and confirmed
SUPHANBURI,2022,6,2022-06,31,Suspected and confirmed
SUPHANBURI,2022,7,2022-07,42,Suspected and confirmed
SUPHANBURI,2022,8,2022-08,33,Suspected and confirmed
SUPHANBURI,2022,9,2022-09,69,Suspected and confirmed
SUPHANBURI,2022,10,2022-10,79,Suspected and confirmed
SUPHANBURI,2022,11,2022-11,84,Suspected and confirmed
SUPHANBURI,2022,12,2022-12,59,Suspected and confirmed
SURAT THANI,2015,1,2015-01,29,Suspected and confirmed
SURAT THANI,2015,2,2015-02,19,Suspected and confirmed
SURAT THANI,2015,3,2015-03,22,Suspected and confirmed
SURAT THANI,2015,4,2015-04,14,Suspected and confirmed
SURAT THANI,2015,5,2015-05,16,Suspected and confirmed
SURAT THANI,2015,6,2015-06,42,Suspected and confirmed
SURAT THANI,2015,7,2015-07,51,Suspected and confirmed
SURAT THANI,2015,8,2015-08,67,Suspected and confirmed
SURAT THANI,2015,9,2015-09,60,Suspected and confirmed
SURAT THANI,2015,10,2015-10,41,Suspected and confirmed
SURAT THANI,2015,11,2015-11,71,Suspected and confirmed
SURAT THANI,2015,12,2015-12,39,Suspected and confirmed
SURAT THANI,2016,1,2016-01,39,Suspected and confirmed
SURAT THANI,2016,2,2016-02,27,Suspected and confirmed
SURAT THANI,2016,3,2016-03,24,Suspected and confirmed
SURAT THANI,2016,4,2016-04,12,Suspected and confirmed
SURAT THANI,2016,5,2016-05,7,Suspected and confirmed
SURAT THANI,2016,6,2016-06,14,Suspected and confirmed
SURAT THANI,2016,7,2016-07,30,Suspected and confirmed
SURAT THANI,2016,8,2016-08,54,Suspected and confirmed
SURAT THANI,2016,9,2016-09,88,Suspected and confirmed
SURAT THANI,2016,10,2016-10,58,Suspected and confirmed
SURAT THANI,2016,11,2016-11,53,Suspected and confirmed
SURAT THANI,2016,12,2016-12,50,Suspected and confirmed
SURAT THANI,2017,1,2017-01,71,Suspected and confirmed
SURAT THANI,2017,2,2017-02,72,Suspected and confirmed
SURAT THANI,2017,3,2017-03,76,Suspected and confirmed
SURAT THANI,2017,4,2017-04,79,Suspected and confirmed
SURAT THANI,2017,5,2017-05,74,Suspected and confirmed
SURAT THANI,2017,6,2017-06,117,Suspected and confirmed
SURAT THANI,2017,7,2017-07,63,Suspected and confirmed
SURAT THANI,2017,8,2017-08,81,Suspected and confirmed
SURAT THANI,2017,9,2017-09,75,Suspected and confirmed
SURAT THANI,2017,10,2017-10,64,Suspected and confirmed
SURAT THANI,2017,11,2017-11,70,Suspected and confirmed
SURAT THANI,2017,12,2017-12,70,Suspected and confirmed
SURAT THANI,2018,1,2018-01,57,Suspected and confirmed
SURAT THANI,2018,2,2018-02,66,Suspected and confirmed
SURAT THANI,2018,3,2018-03,55,Suspected and confirmed
SURAT THANI,2018,4,2018-04,66,Suspected and confirmed
SURAT THANI,2018,5,2018-05,160,Suspected and confirmed
SURAT THANI,2018,6,2018-06,212,Suspected and confirmed
SURAT THANI,2018,7,2018-07,119,Suspected and confirmed
SURAT THANI,2018,8,2018-08,89,Suspected and confirmed
SURAT THANI,2018,9,2018-09,58,Suspected and confirmed
SURAT THANI,2018,10,2018-10,56,Suspected and confirmed
SURAT THANI,2018,11,2018-11,53,Suspected and confirmed
SURAT THANI,2018,12,2018-12,74,Suspected and confirmed
SURAT THANI,2019,1,2019-01,41,Suspected and confirmed
SURAT THANI,2019,2,2019-02,36,Suspected and confirmed
SURAT THANI,2019,3,2019-03,37,Suspected and confirmed
SURAT THANI,2019,4,2019-04,19,Suspected and confirmed
SURAT THANI,2019,5,2019-05,16,Suspected and confirmed
SURAT THANI,2019,6,2019-06,41,Suspected and confirmed
SURAT THANI,2019,7,2019-07,57,Suspected and confirmed
SURAT THANI,2019,8,2019-08,62,Suspected and confirmed
SURAT THANI,2019,9,2019-09,65,Suspected and confirmed
SURAT THANI,2019,10,2019-10,39,Suspected and confirmed
SURAT THANI,2019,11,2019-11,28,Suspected and confirmed
SURAT THANI,2019,12,2019-12,45,Suspected and confirmed
SURAT THANI,2020,1,2020-01,45,Suspected and confirmed
SURAT THANI,2020,2,2020-02,20,Suspected and confirmed
SURAT THANI,2020,3,2020-03,8,Suspected and confirmed
SURAT THANI,2020,4,2020-04,19,Suspected and confirmed
SURAT THANI,2020,5,2020-05,26,Suspected and confirmed
SURAT THANI,2020,6,2020-06,59,Suspected and confirmed
SURAT THANI,2020,7,2020-07,78,Suspected and confirmed
SURAT THANI,2020,8,2020-08,42,Suspected and confirmed
SURAT THANI,2020,9,2020-09,24,Suspected and confirmed
SURAT THANI,2020,10,2020-10,16,Suspected and confirmed
SURAT THANI,2020,11,2020-11,12,Suspected and confirmed
SURAT THANI,2020,12,2020-12,1,Suspected and confirmed
SURAT THANI,2021,1,2021-01,4,Suspected and confirmed
SURAT THANI,2021,2,2021-02,2,Suspected and confirmed
SURAT THANI,2021,3,2021-03,0,Suspected and confirmed
SURAT THANI,2021,4,2021-04,0,Suspected and confirmed
SURAT THANI,2021,5,2021-05,1,Suspected and confirmed
SURAT THANI,2021,6,2021-06,4,Suspected and confirmed
SURAT THANI,2021,7,2021-07,1,Suspected and confirmed
SURAT THANI,2021,8,2021-08,2,Suspected and confirmed
SURAT THANI,2021,9,2021-09,0,Suspected and confirmed
SURAT THANI,2021,10,2021-10,0,Suspected and confirmed
SURAT THANI,2021,11,2021-11,2,Suspected and confirmed
SURAT THANI,2021,12,2021-12,1,Suspected and confirmed
SURAT THANI,2022,1,2022-01,0,Suspected and confirmed
SURAT THANI,2022,2,2022-02,1,Suspected and confirmed
SURAT THANI,2022,3,2022-03,2,Suspected and confirmed
SURAT THANI,2022,4,2022-04,0,Suspected and confirmed
SURAT THANI,2022,5,2022-05,5,Suspected and confirmed
SURAT THANI,2022,6,2022-06,17,Suspected and confirmed
SURAT THANI,2022,7,2022-07,8,Suspected and confirmed
SURAT THANI,2022,8,2022-08,11,Suspected and confirmed
SURAT THANI,2022,9,2022-09,19,Suspected and confirmed
SURAT THANI,2022,10,2022-10,30,Suspected and confirmed
SURAT THANI,2022,11,2022-11,36,Suspected and confirmed
SURAT THANI,2022,12,2022-12,33,Suspected and confirmed
SURIN,2015,1,2015-01,5,Suspected and confirmed
SURIN,2015,2,2015-02,2,Suspected and confirmed
SURIN,2015,3,2015-03,11,Suspected and confirmed
SURIN,2015,4,2015-04,21,Suspected and confirmed
SURIN,2015,5,2015-05,88,Suspected and confirmed
SURIN,2015,6,2015-06,142,Suspected and confirmed
SURIN,2015,7,2015-07,223,Suspected and confirmed
SURIN,2015,8,2015-08,512,Suspected and confirmed
SURIN,2015,9,2015-09,430,Suspected and confirmed
SURIN,2015,10,2015-10,240,Suspected and confirmed
SURIN,2015,11,2015-11,229,Suspected and confirmed
SURIN,2015,12,2015-12,107,Suspected and confirmed
SURIN,2016,1,2016-01,163,Suspected and confirmed
SURIN,2016,2,2016-02,109,Suspected and confirmed
SURIN,2016,3,2016-03,99,Suspected and confirmed
SURIN,2016,4,2016-04,73,Suspected and confirmed
SURIN,2016,5,2016-05,38,Suspected and confirmed
SURIN,2016,6,2016-06,133,Suspected and confirmed
SURIN,2016,7,2016-07,248,Suspected and confirmed
SURIN,2016,8,2016-08,356,Suspected and confirmed
SURIN,2016,9,2016-09,212,Suspected and confirmed
SURIN,2016,10,2016-10,152,Suspected and confirmed
SURIN,2016,11,2016-11,67,Suspected and confirmed
SURIN,2016,12,2016-12,14,Suspected and confirmed
SURIN,2017,1,2017-01,22,Suspected and confirmed
SURIN,2017,2,2017-02,11,Suspected and confirmed
SURIN,2017,3,2017-03,30,Suspected and confirmed
SURIN,2017,4,2017-04,39,Suspected and confirmed
SURIN,2017,5,2017-05,101,Suspected and confirmed
SURIN,2017,6,2017-06,241,Suspected and confirmed
SURIN,2017,7,2017-07,216,Suspected and confirmed
SURIN,2017,8,2017-08,139,Suspected and confirmed
SURIN,2017,9,2017-09,64,Suspected and confirmed
SURIN,2017,10,2017-10,30,Suspected and confirmed
SURIN,2017,11,2017-11,10,Suspected and confirmed
SURIN,2017,12,2017-12,5,Suspected and confirmed
SURIN,2018,1,2018-01,10,Suspected and confirmed
SURIN,2018,2,2018-02,5,Suspected and confirmed
SURIN,2018,3,2018-03,19,Suspected and confirmed
SURIN,2018,4,2018-04,23,Suspected and confirmed
SURIN,2018,5,2018-05,145,Suspected and confirmed
SURIN,2018,6,2018-06,277,Suspected and confirmed
SURIN,2018,7,2018-07,380,Suspected and confirmed
SURIN,2018,8,2018-08,273,Suspected and confirmed
SURIN,2018,9,2018-09,257,Suspected and confirmed
SURIN,2018,10,2018-10,117,Suspected and confirmed
SURIN,2018,11,2018-11,49,Suspected and confirmed
SURIN,2018,12,2018-12,49,Suspected and confirmed
SURIN,2019,1,2019-01,63,Suspected and confirmed
SURIN,2019,2,2019-02,74,Suspected and confirmed
SURIN,2019,3,2019-03,67,Suspected and confirmed
SURIN,2019,4,2019-04,69,Suspected and confirmed
SURIN,2019,5,2019-05,141,Suspected and confirmed
SURIN,2019,6,2019-06,495,Suspected and confirmed
SURIN,2019,7,2019-07,533,Suspected and confirmed
SURIN,2019,8,2019-08,430,Suspected and confirmed
SURIN,2019,9,2019-09,394,Suspected and confirmed
SURIN,2019,10,2019-10,232,Suspected and confirmed
SURIN,2019,11,2019-11,107,Suspected and confirmed
SURIN,2019,12,2019-12,51,Suspected and confirmed
SURIN,2020,1,2020-01,55,Suspected and confirmed
SURIN,2020,2,2020-02,32,Suspected and confirmed
SURIN,2020,3,2020-03,23,Suspected and confirmed
SURIN,2020,4,2020-04,45,Suspected and confirmed
SURIN,2020,5,2020-05,71,Suspected and confirmed
SURIN,2020,6,2020-06,174,Suspected and confirmed
SURIN,2020,7,2020-07,420,Suspected and confirmed
SURIN,2020,8,2020-08,451,Suspected and confirmed
SURIN,2020,9,2020-09,345,Suspected and confirmed
SURIN,2020,10,2020-10,120,Suspected and confirmed
SURIN,2020,11,2020-11,50,Suspected and confirmed
SURIN,2020,12,2020-12,17,Suspected and confirmed
SURIN,2021,1,2021-01,23,Suspected and confirmed
SURIN,2021,2,2021-02,10,Suspected and confirmed
SURIN,2021,3,2021-03,14,Suspected and confirmed
SURIN,2021,4,2021-04,8,Suspected and confirmed
SURIN,2021,5,2021-05,45,Suspected and confirmed
SURIN,2021,6,2021-06,88,Suspected and confirmed
SURIN,2021,7,2021-07,63,Suspected and confirmed
SURIN,2021,8,2021-08,59,Suspected and confirmed
SURIN,2021,9,2021-09,60,Suspected and confirmed
SURIN,2021,10,2021-10,20,Suspected and confirmed
SURIN,2021,11,2021-11,6,Suspected and confirmed
SURIN,2021,12,2021-12,4,Suspected and confirmed
SURIN,2022,1,2022-01,3,Suspected and confirmed
SURIN,2022,2,2022-02,6,Suspected and confirmed
SURIN,2022,3,2022-03,8,Suspected and confirmed
SURIN,2022,4,2022-04,4,Suspected and confirmed
SURIN,2022,5,2022-05,40,Suspected and confirmed
SURIN,2022,6,2022-06,87,Suspected and confirmed
SURIN,2022,7,2022-07,147,Suspected and confirmed
SURIN,2022,8,2022-08,113,Suspected and confirmed
SURIN,2022,9,2022-09,52,Suspected and confirmed
SURIN,2022,10,2022-10,23,Suspected and confirmed
SURIN,2022,11,2022-11,35,Suspected and confirmed
SURIN,2022,12,2022-12,9,Suspected and confirmed
TAK,2015,1,2015-01,12,Suspected and confirmed
TAK,2015,2,2015-02,8,Suspected and confirmed
TAK,2015,3,2015-03,16,Suspected and confirmed
TAK,2015,4,2015-04,29,Suspected and confirmed
TAK,2015,5,2015-05,114,Suspected and confirmed
TAK,2015,6,2015-06,246,Suspected and confirmed
TAK,2015,7,2015-07,296,Suspected and confirmed
TAK,2015,8,2015-08,205,Suspected and confirmed
TAK,2015,9,2015-09,157,Suspected and confirmed
TAK,2015,10,2015-10,124,Suspected and confirmed
TAK,2015,11,2015-11,136,Suspected and confirmed
TAK,2015,12,2015-12,66,Suspected and confirmed
TAK,2016,1,2016-01,26,Suspected and confirmed
TAK,2016,2,2016-02,18,Suspected and confirmed
TAK,2016,3,2016-03,20,Suspected and confirmed
TAK,2016,4,2016-04,19,Suspected and confirmed
TAK,2016,5,2016-05,19,Suspected and confirmed
TAK,2016,6,2016-06,31,Suspected and confirmed
TAK,2016,7,2016-07,58,Suspected and confirmed
TAK,2016,8,2016-08,63,Suspected and confirmed
TAK,2016,9,2016-09,43,Suspected and confirmed
TAK,2016,10,2016-10,49,Suspected and confirmed
TAK,2016,11,2016-11,39,Suspected and confirmed
TAK,2016,12,2016-12,17,Suspected and confirmed
TAK,2017,1,2017-01,4,Suspected and confirmed
TAK,2017,2,2017-02,2,Suspected and confirmed
TAK,2017,3,2017-03,7,Suspected and confirmed
TAK,2017,4,2017-04,5,Suspected and confirmed
TAK,2017,5,2017-05,50,Suspected and confirmed
TAK,2017,6,2017-06,175,Suspected and confirmed
TAK,2017,7,2017-07,213,Suspected and confirmed
TAK,2017,8,2017-08,192,Suspected and confirmed
TAK,2017,9,2017-09,104,Suspected and confirmed
TAK,2017,10,2017-10,72,Suspected and confirmed
TAK,2017,11,2017-11,44,Suspected and confirmed
TAK,2017,12,2017-12,31,Suspected and confirmed
TAK,2018,1,2018-01,14,Suspected and confirmed
TAK,2018,2,2018-02,11,Suspected and confirmed
TAK,2018,3,2018-03,16,Suspected and confirmed
TAK,2018,4,2018-04,20,Suspected and confirmed
TAK,2018,5,2018-05,73,Suspected and confirmed
TAK,2018,6,2018-06,139,Suspected and confirmed
TAK,2018,7,2018-07,192,Suspected and confirmed
TAK,2018,8,2018-08,100,Suspected and confirmed
TAK,2018,9,2018-09,75,Suspected and confirmed
TAK,2018,10,2018-10,48,Suspected and confirmed
TAK,2018,11,2018-11,48,Suspected and confirmed
TAK,2018,12,2018-12,35,Suspected and confirmed
TAK,2019,1,2019-01,11,Suspected and confirmed
TAK,2019,2,2019-02,24,Suspected and confirmed
TAK,2019,3,2019-03,21,Suspected and confirmed
TAK,2019,4,2019-04,47,Suspected and confirmed
TAK,2019,5,2019-05,65,Suspected and confirmed
TAK,2019,6,2019-06,113,Suspected and confirmed
TAK,2019,7,2019-07,268,Suspected and confirmed
TAK,2019,8,2019-08,177,Suspected and confirmed
TAK,2019,9,2019-09,78,Suspected and confirmed
TAK,2019,10,2019-10,68,Suspected and confirmed
TAK,2019,11,2019-11,48,Suspected and confirmed
TAK,2019,12,2019-12,16,Suspected and confirmed
TAK,2020,1,2020-01,17,Suspected and confirmed
TAK,2020,2,2020-02,13,Suspected and confirmed
TAK,2020,3,2020-03,7,Suspected and confirmed
TAK,2020,4,2020-04,12,Suspected and confirmed
TAK,2020,5,2020-05,42,Suspected and confirmed
TAK,2020,6,2020-06,48,Suspected and confirmed
TAK,2020,7,2020-07,135,Suspected and confirmed
TAK,2020,8,2020-08,91,Suspected and confirmed
TAK,2020,9,2020-09,70,Suspected and confirmed
TAK,2020,10,2020-10,35,Suspected and confirmed
TAK,2020,11,2020-11,27,Suspected and confirmed
TAK,2020,12,2020-12,17,Suspected and confirmed
TAK,2021,1,2021-01,6,Suspected and confirmed
TAK,2021,2,2021-02,8,Suspected and confirmed
TAK,2021,3,2021-03,13,Suspected and confirmed
TAK,2021,4,2021-04,13,Suspected and confirmed
TAK,2021,5,2021-05,51,Suspected and confirmed
TAK,2021,6,2021-06,100,Suspected and confirmed
TAK,2021,7,2021-07,56,Suspected and confirmed
TAK,2021,8,2021-08,24,Suspected and confirmed
TAK,2021,9,2021-09,10,Suspected and confirmed
TAK,2021,10,2021-10,5,Suspected and confirmed
TAK,2021,11,2021-11,14,Suspected and confirmed
TAK,2021,12,2021-12,5,Suspected and confirmed
TAK,2022,1,2022-01,9,Suspected and confirmed
TAK,2022,2,2022-02,6,Suspected and confirmed
TAK,2022,3,2022-03,10,Suspected and confirmed
TAK,2022,4,2022-04,21,Suspected and confirmed
TAK,2022,5,2022-05,75,Suspected and confirmed
TAK,2022,6,2022-06,258,Suspected and confirmed
TAK,2022,7,2022-07,218,Suspected and confirmed
TAK,2022,8,2022-08,172,Suspected and confirmed
TAK,2022,9,2022-09,163,Suspected and confirmed
TAK,2022,10,2022-10,85,Suspected and confirmed
TAK,2022,11,2022-11,67,Suspected and confirmed
TAK,2022,12,2022-12,56,Suspected and confirmed
TRAD,2015,1,2015-01,19,Suspected and confirmed
TRAD,2015,2,2015-02,13,Suspected and confirmed
TRAD,2015,3,2015-03,26,Suspected and confirmed
TRAD,2015,4,2015-04,53,Suspected and confirmed
TRAD,2015,5,2015-05,77,Suspected and confirmed
TRAD,2015,6,2015-06,146,Suspected and confirmed
TRAD,2015,7,2015-07,138,Suspected and confirmed
TRAD,2015,8,2015-08,60,Suspected and confirmed
TRAD,2015,9,2015-09,43,Suspected and confirmed
TRAD,2015,10,2015-10,31,Suspected and confirmed
TRAD,2015,11,2015-11,36,Suspected and confirmed
TRAD,2015,12,2015-12,33,Suspected and confirmed
TRAD,2016,1,2016-01,17,Suspected and confirmed
TRAD,2016,2,2016-02,19,Suspected and confirmed
TRAD,2016,3,2016-03,9,Suspected and confirmed
TRAD,2016,4,2016-04,14,Suspected and confirmed
TRAD,2016,5,2016-05,15,Suspected and confirmed
TRAD,2016,6,2016-06,18,Suspected and confirmed
TRAD,2016,7,2016-07,17,Suspected and confirmed
TRAD,2016,8,2016-08,20,Suspected and confirmed
TRAD,2016,9,2016-09,7,Suspected and confirmed
TRAD,2016,10,2016-10,4,Suspected and confirmed
TRAD,2016,11,2016-11,11,Suspected and confirmed
TRAD,2016,12,2016-12,3,Suspected and confirmed
TRAD,2017,1,2017-01,5,Suspected and confirmed
TRAD,2017,2,2017-02,2,Suspected and confirmed
TRAD,2017,3,2017-03,2,Suspected and confirmed
TRAD,2017,4,2017-04,2,Suspected and confirmed
TRAD,2017,5,2017-05,6,Suspected and confirmed
TRAD,2017,6,2017-06,13,Suspected and confirmed
TRAD,2017,7,2017-07,8,Suspected and confirmed
TRAD,2017,8,2017-08,10,Suspected and confirmed
TRAD,2017,9,2017-09,6,Suspected and confirmed
TRAD,2017,10,2017-10,7,Suspected and confirmed
TRAD,2017,11,2017-11,4,Suspected and confirmed
TRAD,2017,12,2017-12,4,Suspected and confirmed
TRAD,2018,1,2018-01,6,Suspected and confirmed
TRAD,2018,2,2018-02,9,Suspected and confirmed
TRAD,2018,3,2018-03,16,Suspected and confirmed
TRAD,2018,4,2018-04,15,Suspected and confirmed
TRAD,2018,5,2018-05,31,Suspected and confirmed
TRAD,2018,6,2018-06,56,Suspected and confirmed
TRAD,2018,7,2018-07,71,Suspected and confirmed
TRAD,2018,8,2018-08,34,Suspected and confirmed
TRAD,2018,9,2018-09,53,Suspected and confirmed
TRAD,2018,10,2018-10,38,Suspected and confirmed
TRAD,2018,11,2018-11,36,Suspected and confirmed
TRAD,2018,12,2018-12,21,Suspected and confirmed
TRAD,2019,1,2019-01,27,Suspected and confirmed
TRAD,2019,2,2019-02,19,Suspected and confirmed
TRAD,2019,3,2019-03,23,Suspected and confirmed
TRAD,2019,4,2019-04,49,Suspected and confirmed
TRAD,2019,5,2019-05,113,Suspected and confirmed
TRAD,2019,6,2019-06,120,Suspected and confirmed
TRAD,2019,7,2019-07,39,Suspected and confirmed
TRAD,2019,8,2019-08,49,Suspected and confirmed
TRAD,2019,9,2019-09,21,Suspected and confirmed
TRAD,2019,10,2019-10,16,Suspected and confirmed
