province,year,month,year_month,dengue_cases,case_definition_standardised
KANCHANABURI,2018,12,2018-12,26,Suspected and confirmed
KANCHANABURI,2019,1,2019-01,26,Suspected and confirmed
KANCHANABURI,2019,2,2019-02,28,Suspected and confirmed
KANCHANABURI,2019,3,2019-03,35,Suspected and confirmed
KANCHANABURI,2019,4,2019-04,7,Suspected and confirmed
KANCHANABURI,2019,5,2019-05,24,Suspected and confirmed
KANCHANABURI,2019,6,2019-06,78,Suspected and confirmed
KANCHANABURI,2019,7,2019-07,162,Suspected and confirmed
KANCHANABURI,2019,8,2019-08,136,Suspected and confirmed
KANCHANABURI,2019,9,2019-09,75,Suspected and confirmed
KANCHANABURI,2019,10,2019-10,15,Suspected and confirmed
KANCHANABURI,2019,11,2019-11,17,Suspected and confirmed
KANCHANABURI,2019,12,2019-12,16,Suspected and confirmed
KANCHANABURI,2020,1,2020-01,12,Suspected and confirmed
KANCHANABURI,2020,2,2020-02,25,Suspected and confirmed
KANCHANABURI,2020,3,2020-03,9,Suspected and confirmed
KANCHANABURI,2020,4,2020-04,11,Suspected and confirmed
KANCHANABURI,2020,5,2020-05,17,Suspected and confirmed
KANCHANABURI,2020,6,2020-06,17,Suspected and confirmed
KANCHANABURI,2020,7,2020-07,22,Suspected and confirmed
KANCHANABURI,2020,8,2020-08,10,Suspected and confirmed
KANCHANABURI,2020,9,2020-09,21,Suspected and confirmed
KANCHANABURI,2020,10,2020-10,42,Suspected and confirmed
KANCHANABURI,2020,11,2020-11,22,Suspected and confirmed
KANCHANABURI,2020,12,2020-12,7,Suspected and confirmed
KANCHANABURI,2021,1,2021-01,9,Suspected and confirmed
KANCHANABURI,2021,2,2021-02,7,Suspected and confirmed
KANCHANABURI,2021,3,2021-03,4,Suspected and confirmed
KANCHANABURI,2021,4,2021-04,4,Suspected and confirmed
KANCHANABURI,2021,5,2021-05,7,Suspected and confirmed
KANCHANABURI,2021,6,2021-06,7,Suspected and confirmed
KANCHANABURI,2021,7,2021-07,6,Suspected and confirmed
KANCHANABURI,2021,8,2021-08,1,Suspected and confirmed
KANCHANABURI,2021,9,2021-09,7,Suspected and confirmed
KANCHANABURI,2021,10,2021-10,10,Suspected and confirmed
KANCHANABURI,2021,11,2021-11,12,Suspected and confirmed
KANCHANABURI,2021,12,2021-12,4,Suspected and confirmed
KANCHANABURI,2022,1,2022-01,7,Suspected and confirmed
KANCHANABURI,2022,2,2022-02,9,Suspected and confirmed
KANCHANABURI,2022,3,2022-03,10,Suspected and confirmed
KANCHANABURI,2022,4,2022-04,3,Suspected and confirmed
KANCHANABURI,2022,5,2022-05,8,Suspected and confirmed
KANCHANABURI,2022,6,2022-06,17,Suspected and confirmed
KANCHANABURI,2022,7,2022-07,16,Suspected and confirmed
KANCHANABURI,2022,8,2022-08,24,Suspected and confirmed
KANCHANABURI,2022,9,2022-09,11,Suspected and confirmed
KANCHANABURI,2022,10,2022-10,12,Suspected and confirmed
KANCHANABURI,2022,11,2022-11,19,Suspected and confirmed
KANCHANABURI,2022,12,2022-12,24,Suspected and confirmed
KHON KAEN,2015,1,2015-01,1,Suspected and confirmed
KHON KAEN,2015,2,2015-02,3,Suspected and confirmed
KHON KAEN,2015,3,2015-03,10,Suspected and confirmed
KHON KAEN,2015,4,2015-04,22,Suspected and confirmed
KHON KAEN,2015,5,2015-05,47,Suspected and confirmed
KHON KAEN,2015,6,2015-06,100,Suspected and confirmed
KHON KAEN,2015,7,2015-07,162,Suspected and confirmed
KHON KAEN,2015,8,2015-08,186,Suspected and confirmed
KHON KAEN,2015,9,2015-09,209,Suspected and confirmed
KHON KAEN,2015,10,2015-10,152,Suspected and confirmed
KHON KAEN,2015,11,2015-11,161,Suspected and confirmed
KHON KAEN,2015,12,2015-12,62,Suspected and confirmed
KHON KAEN,2016,1,2016-01,42,Suspected and confirmed
KHON KAEN,2016,2,2016-02,35,Suspected and confirmed
KHON KAEN,2016,3,2016-03,27,Suspected and confirmed
KHON KAEN,2016,4,2016-04,13,Suspected and confirmed
KHON KAEN,2016,5,2016-05,20,Suspected and confirmed
KHON KAEN,2016,6,2016-06,52,Suspected and confirmed
KHON KAEN,2016,7,2016-07,79,Suspected and confirmed
KHON KAEN,2016,8,2016-08,94,Suspected and confirmed
KHON KAEN,2016,9,2016-09,66,Suspected and confirmed
KHON KAEN,2016,10,2016-10,28,Suspected and confirmed
KHON KAEN,2016,11,2016-11,12,Suspected and confirmed
KHON KAEN,2016,12,2016-12,7,Suspected and confirmed
KHON KAEN,2017,1,2017-01,6,Suspected and confirmed
KHON KAEN,2017,2,2017-02,2,Suspected and confirmed
KHON KAEN,2017,3,2017-03,3,Suspected and confirmed
KHON KAEN,2017,4,2017-04,4,Suspected and confirmed
KHON KAEN,2017,5,2017-05,16,Suspected and confirmed
KHON KAEN,2017,6,2017-06,38,Suspected and confirmed
KHON KAEN,2017,7,2017-07,45,Suspected and confirmed
KHON KAEN,2017,8,2017-08,43,Suspected and confirmed
KHON KAEN,2017,9,2017-09,25,Suspected and confirmed
KHON KAEN,2017,10,2017-10,10,Suspected and confirmed
KHON KAEN,2017,11,2017-11,7,Suspected and confirmed
KHON KAEN,2017,12,2017-12,3,Suspected and confirmed
KHON KAEN,2018,1,2018-01,5,Suspected and confirmed
KHON KAEN,2018,2,2018-02,5,Suspected and confirmed
KHON KAEN,2018,3,2018-03,6,Suspected and confirmed
KHON KAEN,2018,4,2018-04,9,Suspected and confirmed
KHON KAEN,2018,5,2018-05,64,Suspected and confirmed
KHON KAEN,2018,6,2018-06,132,Suspected and confirmed
KHON KAEN,2018,7,2018-07,138,Suspected and confirmed
KHON KAEN,2018,8,2018-08,143,Suspected and confirmed
KHON KAEN,2018,9,2018-09,120,Suspected and confirmed
KHON KAEN,2018,10,2018-10,67,Suspected and confirmed
KHON KAEN,2018,11,2018-11,83,Suspected and confirmed
KHON KAEN,2018,12,2018-12,80,Suspected and confirmed
KHON KAEN,2019,1,2019-01,98,Suspected and confirmed
KHON KAEN,2019,2,2019-02,87,Suspected and confirmed
KHON KAEN,2019,3,2019-03,122,Suspected and confirmed
KHON KAEN,2019,4,2019-04,65,Suspected and confirmed
KHON KAEN,2019,5,2019-05,128,Suspected and confirmed
KHON KAEN,2019,6,2019-06,407,Suspected and confirmed
KHON KAEN,2019,7,2019-07,307,Suspected and confirmed
KHON KAEN,2019,8,2019-08,322,Suspected and confirmed
KHON KAEN,2019,9,2019-09,315,Suspected and confirmed
KHON KAEN,2019,10,2019-10,242,Suspected and confirmed
KHON KAEN,2019,11,2019-11,192,Suspected and confirmed
KHON KAEN,2019,12,2019-12,48,Suspected and confirmed
KHON KAEN,2020,1,2020-01,76,Suspected and confirmed
KHON KAEN,2020,2,2020-02,79,Suspected and confirmed
KHON KAEN,2020,3,2020-03,128,Suspected and confirmed
KHON KAEN,2020,4,2020-04,225,Suspected and confirmed
KHON KAEN,2020,5,2020-05,453,Suspected and confirmed
KHON KAEN,2020,6,2020-06,337,Suspected and confirmed
KHON KAEN,2020,7,2020-07,538,Suspected and confirmed
KHON KAEN,2020,8,2020-08,267,Suspected and confirmed
KHON KAEN,2020,9,2020-09,95,Suspected and confirmed
KHON KAEN,2020,10,2020-10,22,Suspected and confirmed
KHON KAEN,2020,11,2020-11,12,Suspected and confirmed
KHON KAEN,2020,12,2020-12,10,Suspected and confirmed
KHON KAEN,2021,1,2021-01,5,Suspected and confirmed
KHON KAEN,2021,2,2021-02,12,Suspected and confirmed
KHON KAEN,2021,3,2021-03,11,Suspected and confirmed
KHON KAEN,2021,4,2021-04,6,Suspected and confirmed
KHON KAEN,2021,5,2021-05,19,Suspected and confirmed
KHON KAEN,2021,6,2021-06,21,Suspected and confirmed
KHON KAEN,2021,7,2021-07,9,Suspected and confirmed
KHON KAEN,2021,8,2021-08,3,Suspected and confirmed
KHON KAEN,2021,9,2021-09,5,Suspected and confirmed
KHON KAEN,2021,10,2021-10,7,Suspected and confirmed
KHON KAEN,2021,11,2021-11,3,Suspected and confirmed
KHON KAEN,2021,12,2021-12,0,Suspected and confirmed
KHON KAEN,2022,1,2022-01,1,Suspected and confirmed
KHON KAEN,2022,2,2022-02,2,Suspected and confirmed
KHON KAEN,2022,3,2022-03,0,Suspected and confirmed
KHON KAEN,2022,4,2022-04,1,Suspected and confirmed
KHON KAEN,2022,5,2022-05,26,Suspected and confirmed
KHON KAEN,2022,6,2022-06,47,Suspected and confirmed
KHON KAEN,2022,7,2022-07,75,Suspected and confirmed
KHON KAEN,2022,8,2022-08,82,Suspected and confirmed
KHON KAEN,2022,9,2022-09,40,Suspected and confirmed
KHON KAEN,2022,10,2022-10,38,Suspected and confirmed
KHON KAEN,2022,11,2022-11,21,Suspected and confirmed
KHON KAEN,2022,12,2022-12,6,Suspected and confirmed
KRABI,2015,1,2015-01,21,Suspected and confirmed
KRABI,2015,2,2015-02,11,Suspected and confirmed
KRABI,2015,3,2015-03,15,Suspected and confirmed
KRABI,2015,4,2015-04,14,Suspected and confirmed
KRABI,2015,5,2015-05,24,Suspected and confirmed
KRABI,2015,6,2015-06,73,Suspected and confirmed
KRABI,2015,7,2015-07,135,Suspected and confirmed
KRABI,2015,8,2015-08,94,Suspected and confirmed
KRABI,2015,9,2015-09,64,Suspected and confirmed
KRABI,2015,10,2015-10,56,Suspected and confirmed
KRABI,2015,11,2015-11,38,Suspected and confirmed
KRABI,2015,12,2015-12,7,Suspected and confirmed
KRABI,2016,1,2016-01,9,Suspected and confirmed
KRABI,2016,2,2016-02,10,Suspected and confirmed
KRABI,2016,3,2016-03,11,Suspected and confirmed
KRABI,2016,4,2016-04,10,Suspected and confirmed
KRABI,2016,5,2016-05,3,Suspected and confirmed
KRABI,2016,6,2016-06,13,Suspected and confirmed
KRABI,2016,7,2016-07,34,Suspected and confirmed
KRABI,2016,8,2016-08,38,Suspected and confirmed
KRABI,2016,9,2016-09,28,Suspected and confirmed
KRABI,2016,10,2016-10,14,Suspected and confirmed
KRABI,2016,11,2016-11,19,Suspected and confirmed
KRABI,2016,12,2016-12,17,Suspected and confirmed
KRABI,2017,1,2017-01,3,Suspected and confirmed
KRABI,2017,2,2017-02,8,Suspected and confirmed
KRABI,2017,3,2017-03,9,Suspected and confirmed
KRABI,2017,4,2017-04,9,Suspected and confirmed
KRABI,2017,5,2017-05,12,Suspected and confirmed
KRABI,2017,6,2017-06,21,Suspected and confirmed
KRABI,2017,7,2017-07,28,Suspected and confirmed
KRABI,2017,8,2017-08,28,Suspected and confirmed
KRABI,2017,9,2017-09,17,Suspected and confirmed
KRABI,2017,10,2017-10,10,Suspected and confirmed
KRABI,2017,11,2017-11,21,Suspected and confirmed
KRABI,2017,12,2017-12,14,Suspected and confirmed
KRABI,2018,1,2018-01,10,Suspected and confirmed
KRABI,2018,2,2018-02,9,Suspected and confirmed
KRABI,2018,3,2018-03,18,Suspected and confirmed
KRABI,2018,4,2018-04,16,Suspected and confirmed
KRABI,2018,5,2018-05,51,Suspected and confirmed
KRABI,2018,6,2018-06,88,Suspected and confirmed
KRABI,2018,7,2018-07,68,Suspected and confirmed
KRABI,2018,8,2018-08,47,Suspected and confirmed
KRABI,2018,9,2018-09,51,Suspected and confirmed
KRABI,2018,10,2018-10,27,Suspected and confirmed
KRABI,2018,11,2018-11,23,Suspected and confirmed
KRABI,2018,12,2018-12,20,Suspected and confirmed
KRABI,2019,1,2019-01,28,Suspected and confirmed
KRABI,2019,2,2019-02,23,Suspected and confirmed
KRABI,2019,3,2019-03,11,Suspected and confirmed
KRABI,2019,4,2019-04,18,Suspected and confirmed
KRABI,2019,5,2019-05,32,Suspected and confirmed
KRABI,2019,6,2019-06,42,Suspected and confirmed
KRABI,2019,7,2019-07,56,Suspected and confirmed
KRABI,2019,8,2019-08,23,Suspected and confirmed
KRABI,2019,9,2019-09,14,Suspected and confirmed
KRABI,2019,10,2019-10,19,Suspected and confirmed
KRABI,2019,11,2019-11,16,Suspected and confirmed
KRABI,2019,12,2019-12,7,Suspected and confirmed
KRABI,2020,1,2020-01,6,Suspected and confirmed
KRABI,2020,2,2020-02,3,Suspected and confirmed
KRABI,2020,3,2020-03,5,Suspected and confirmed
KRABI,2020,4,2020-04,6,Suspected and confirmed
KRABI,2020,5,2020-05,14,Suspected and confirmed
KRABI,2020,6,2020-06,23,Suspected and confirmed
KRABI,2020,7,2020-07,20,Suspected and confirmed
KRABI,2020,8,2020-08,21,Suspected and confirmed
KRABI,2020,9,2020-09,4,Suspected and confirmed
KRABI,2020,10,2020-10,8,Suspected and confirmed
KRABI,2020,11,2020-11,5,Suspected and confirmed
KRABI,2020,12,2020-12,5,Suspected and confirmed
KRABI,2021,1,2021-01,14,Suspected and confirmed
KRABI,2021,2,2021-02,8,Suspected and confirmed
KRABI,2021,3,2021-03,2,Suspected and confirmed
KRABI,2021,4,2021-04,3,Suspected and confirmed
KRABI,2021,5,2021-05,0,Suspected and confirmed
KRABI,2021,6,2021-06,5,Suspected and confirmed
KRABI,2021,7,2021-07,3,Suspected and confirmed
KRABI,2021,8,2021-08,4,Suspected and confirmed
KRABI,2021,9,2021-09,0,Suspected and confirmed
KRABI,2021,10,2021-10,3,Suspected and confirmed
KRABI,2021,11,2021-11,0,Suspected and confirmed
KRABI,2021,12,2021-12,3,Suspected and confirmed
KRABI,2022,1,2022-01,4,Suspected and confirmed
KRABI,2022,2,2022-02,2,Suspected and confirmed
KRABI,2022,3,2022-03,6,Suspected and confirmed
KRABI,2022,4,2022-04,5,Suspected and confirmed
KRABI,2022,5,2022-05,9,Suspected and confirmed
KRABI,2022,6,2022-06,11,Suspected and confirmed
KRABI,2022,7,2022-07,18,Suspected and confirmed
KRABI,2022,8,2022-08,30,Suspected and confirmed
KRABI,2022,9,2022-09,20,Suspected and confirmed
KRABI,2022,10,2022-10,14,Suspected and confirmed
KRABI,2022,11,2022-11,21,Suspected and confirmed
KRABI,2022,12,2022-12,13,Suspected and confirmed
LAMPANG,2015,1,2015-01,4,Suspected and confirmed
LAMPANG,2015,2,2015-02,3,Suspected and confirmed
LAMPANG,2015,3,2015-03,0,Suspected and confirmed
LAMPANG,2015,4,2015-04,3,Suspected and confirmed
LAMPANG,2015,5,2015-05,41,Suspected and confirmed
LAMPANG,2015,6,2015-06,151,Suspected and confirmed
LAMPANG,2015,7,2015-07,174,Suspected and confirmed
LAMPANG,2015,8,2015-08,209,Suspected and confirmed
LAMPANG,2015,9,2015-09,233,Suspected and confirmed
LAMPANG,2015,10,2015-10,118,Suspected and confirmed
LAMPANG,2015,11,2015-11,113,Suspected and confirmed
LAMPANG,2015,12,2015-12,74,Suspected and confirmed
LAMPANG,2016,1,2016-01,19,Suspected and confirmed
LAMPANG,2016,2,2016-02,20,Suspected and confirmed
LAMPANG,2016,3,2016-03,22,Suspected and confirmed
LAMPANG,2016,4,2016-04,14,Suspected and confirmed
LAMPANG,2016,5,2016-05,10,Suspected and confirmed
LAMPANG,2016,6,2016-06,24,Suspected and confirmed
LAMPANG,2016,7,2016-07,121,Suspected and confirmed
LAMPANG,2016,8,2016-08,195,Suspected and confirmed
LAMPANG,2016,9,2016-09,82,Suspected and confirmed
LAMPANG,2016,10,2016-10,53,Suspected and confirmed
LAMPANG,2016,11,2016-11,13,Suspected and confirmed
LAMPANG,2016,12,2016-12,6,Suspected and confirmed
LAMPANG,2017,1,2017-01,4,Suspected and confirmed
LAMPANG,2017,2,2017-02,8,Suspected and confirmed
LAMPANG,2017,3,2017-03,8,Suspected and confirmed
LAMPANG,2017,4,2017-04,12,Suspected and confirmed
LAMPANG,2017,5,2017-05,34,Suspected and confirmed
LAMPANG,2017,6,2017-06,40,Suspected and confirmed
LAMPANG,2017,7,2017-07,66,Suspected and confirmed
LAMPANG,2017,8,2017-08,36,Suspected and confirmed
LAMPANG,2017,9,2017-09,24,Suspected and confirmed
LAMPANG,2017,10,2017-10,14,Suspected and confirmed
LAMPANG,2017,11,2017-11,10,Suspected and confirmed
LAMPANG,2017,12,2017-12,8,Suspected and confirmed
LAMPANG,2018,1,2018-01,2,Suspected and confirmed
LAMPANG,2018,2,2018-02,0,Suspected and confirmed
LAMPANG,2018,3,2018-03,0,Suspected and confirmed
LAMPANG,2018,4,2018-04,11,Suspected and confirmed
LAMPANG,2018,5,2018-05,33,Suspected and confirmed
LAMPANG,2018,6,2018-06,64,Suspected and confirmed
LAMPANG,2018,7,2018-07,60,Suspected and confirmed
LAMPANG,2018,8,2018-08,45,Suspected and confirmed
LAMPANG,2018,9,2018-09,22,Suspected and confirmed
LAMPANG,2018,10,2018-10,11,Suspected and confirmed
LAMPANG,2018,11,2018-11,3,Suspected and confirmed
LAMPANG,2018,12,2018-12,6,Suspected and confirmed
LAMPANG,2019,1,2019-01,6,Suspected and confirmed
LAMPANG,2019,2,2019-02,18,Suspected and confirmed
LAMPANG,2019,3,2019-03,13,Suspected and confirmed
LAMPANG,2019,4,2019-04,21,Suspected and confirmed
LAMPANG,2019,5,2019-05,39,Suspected and confirmed
LAMPANG,2019,6,2019-06,88,Suspected and confirmed
LAMPANG,2019,7,2019-07,244,Suspected and confirmed
LAMPANG,2019,8,2019-08,142,Suspected and confirmed
LAMPANG,2019,9,2019-09,75,Suspected and confirmed
LAMPANG,2019,10,2019-10,37,Suspected and confirmed
LAMPANG,2019,11,2019-11,12,Suspected and confirmed
LAMPANG,2019,12,2019-12,4,Suspected and confirmed
LAMPANG,2020,1,2020-01,3,Suspected and confirmed
LAMPANG,2020,2,2020-02,1,Suspected and confirmed
LAMPANG,2020,3,2020-03,0,Suspected and confirmed
LAMPANG,2020,4,2020-04,2,Suspected and confirmed
LAMPANG,2020,5,2020-05,58,Suspected and confirmed
LAMPANG,2020,6,2020-06,110,Suspected and confirmed
LAMPANG,2020,7,2020-07,261,Suspected and confirmed
LAMPANG,2020,8,2020-08,201,Suspected and confirmed
LAMPANG,2020,9,2020-09,121,Suspected and confirmed
LAMPANG,2020,10,2020-10,41,Suspected and confirmed
LAMPANG,2020,11,2020-11,14,Suspected and confirmed
LAMPANG,2020,12,2020-12,10,Suspected and confirmed
LAMPANG,2021,1,2021-01,0,Suspected and confirmed
LAMPANG,2021,2,2021-02,0,Suspected and confirmed
LAMPANG,2021,3,2021-03,2,Suspected and confirmed
LAMPANG,2021,4,2021-04,5,Suspected and confirmed
LAMPANG,2021,5,2021-05,5,Suspected and confirmed
LAMPANG,2021,6,2021-06,15,Suspected and confirmed
LAMPANG,2021,7,2021-07,2,Suspected and confirmed
LAMPANG,2021,8,2021-08,1,Suspected and confirmed
LAMPANG,2021,9,2021-09,0,Suspected and confirmed
LAMPANG,2021,10,2021-10,1,Suspected and confirmed
LAMPANG,2021,11,2021-11,4,Suspected and confirmed
LAMPANG,2021,12,2021-12,2,Suspected and confirmed
LAMPANG,2022,1,2022-01,0,Suspected and confirmed
LAMPANG,2022,2,2022-02,1,Suspected and confirmed
LAMPANG,2022,3,2022-03,0,Suspected and confirmed
LAMPANG,2022,4,2022-04,0,Suspected and confirmed
LAMPANG,2022,5,2022-05,4,Suspected and confirmed
LAMPANG,2022,6,2022-06,52,Suspected and confirmed
LAMPANG,2022,7,2022-07,114,Suspected and confirmed
LAMPANG,2022,8,2022-08,97,Suspected and confirmed
LAMPANG,2022,9,2022-09,41,Suspected and confirmed
LAMPANG,2022,10,2022-10,19,Suspected and confirmed
LAMPANG,2022,11,2022-11,12,Suspected and confirmed
LAMPANG,2022,12,2022-12,6,Suspected and confirmed
LAMPHUN,2015,1,2015-01,0,Suspected and confirmed
LAMPHUN,2015,2,2015-02,0,Suspected and confirmed
LAMPHUN,2015,3,2015-03,1,Suspected and confirmed
LAMPHUN,2015,4,2015-04,2,Suspected and confirmed
LAMPHUN,2015,5,2015-05,8,Suspected and confirmed
LAMPHUN,2015,6,2015-06,29,Suspected and confirmed
LAMPHUN,2015,7,2015-07,29,Suspected and confirmed
LAMPHUN,2015,8,2015-08,82,Suspected and confirmed
LAMPHUN,2015,9,2015-09,146,Suspected and confirmed
LAMPHUN,2015,10,2015-10,147,Suspected and confirmed
LAMPHUN,2015,11,2015-11,118,Suspected and confirmed
LAMPHUN,2015,12,2015-12,53,Suspected and confirmed
LAMPHUN,2016,1,2016-01,29,Suspected and confirmed
LAMPHUN,2016,2,2016-02,8,Suspected and confirmed
LAMPHUN,2016,3,2016-03,17,Suspected and confirmed
LAMPHUN,2016,4,2016-04,16,Suspected and confirmed
LAMPHUN,2016,5,2016-05,16,Suspected and confirmed
LAMPHUN,2016,6,2016-06,32,Suspected and confirmed
LAMPHUN,2016,7,2016-07,72,Suspected and confirmed
LAMPHUN,2016,8,2016-08,102,Suspected and confirmed
LAMPHUN,2016,9,2016-09,47,Suspected and confirmed
LAMPHUN,2016,10,2016-10,16,Suspected and confirmed
LAMPHUN,2016,11,2016-11,7,Suspected and confirmed
LAMPHUN,2016,12,2016-12,5,Suspected and confirmed
LAMPHUN,2017,1,2017-01,3,Suspected and confirmed
LAMPHUN,2017,2,2017-02,2,Suspected and confirmed
LAMPHUN,2017,3,2017-03,6,Suspected and confirmed
LAMPHUN,2017,4,2017-04,7,Suspected and confirmed
LAMPHUN,2017,5,2017-05,17,Suspected and confirmed
LAMPHUN,2017,6,2017-06,16,Suspected and confirmed
LAMPHUN,2017,7,2017-07,50,Suspected and confirmed
LAMPHUN,2017,8,2017-08,56,Suspected and confirmed
LAMPHUN,2017,9,2017-09,12,Suspected and confirmed
LAMPHUN,2017,10,2017-10,12,Suspected and confirmed
LAMPHUN,2017,11,2017-11,11,Suspected and confirmed
LAMPHUN,2017,12,2017-12,4,Suspected and confirmed
LAMPHUN,2018,1,2018-01,0,Suspected and confirmed
LAMPHUN,2018,2,2018-02,3,Suspected and confirmed
LAMPHUN,2018,3,2018-03,10,Suspected and confirmed
LAMPHUN,2018,4,2018-04,20,Suspected and confirmed
LAMPHUN,2018,5,2018-05,36,Suspected and confirmed
LAMPHUN,2018,6,2018-06,35,Suspected and confirmed
LAMPHUN,2018,7,2018-07,33,Suspected and confirmed
LAMPHUN,2018,8,2018-08,21,Suspected and confirmed
LAMPHUN,2018,9,2018-09,20,Suspected and confirmed
LAMPHUN,2018,10,2018-10,4,Suspected and confirmed
LAMPHUN,2018,11,2018-11,16,Suspected and confirmed
LAMPHUN,2018,12,2018-12,7,Suspected and confirmed
LAMPHUN,2019,1,2019-01,2,Suspected and confirmed
LAMPHUN,2019,2,2019-02,4,Suspected and confirmed
LAMPHUN,2019,3,2019-03,6,Suspected and confirmed
LAMPHUN,2019,4,2019-04,3,Suspected and confirmed
LAMPHUN,2019,5,2019-05,3,Suspected and confirmed
LAMPHUN,2019,6,2019-06,19,Suspected and confirmed
LAMPHUN,2019,7,2019-07,31,Suspected and confirmed
LAMPHUN,2019,8,2019-08,53,Suspected and confirmed
LAMPHUN,2019,9,2019-09,97,Suspected and confirmed
LAMPHUN,2019,10,2019-10,36,Suspected and confirmed
LAMPHUN,2019,11,2019-11,14,Suspected and confirmed
LAMPHUN,2019,12,2019-12,2,Suspected and confirmed
LAMPHUN,2020,1,2020-01,6,Suspected and confirmed
LAMPHUN,2020,2,2020-02,5,Suspected and confirmed
LAMPHUN,2020,3,2020-03,2,Suspected and confirmed
LAMPHUN,2020,4,2020-04,5,Suspected and confirmed
LAMPHUN,2020,5,2020-05,8,Suspected and confirmed
LAMPHUN,2020,6,2020-06,16,Suspected and confirmed
LAMPHUN,2020,7,2020-07,25,Suspected and confirmed
LAMPHUN,2020,8,2020-08,35,Suspected and confirmed
LAMPHUN,2020,9,2020-09,14,Suspected and confirmed
LAMPHUN,2020,10,2020-10,13,Suspected and confirmed
LAMPHUN,2020,11,2020-11,10,Suspected and confirmed
LAMPHUN,2020,12,2020-12,3,Suspected and confirmed
