province,year_month,dengue_cases,temperature,humidity,rainfall
SI SAKET,2019-05,155,29.19,75.35,6.71
SI SAKET,2019-06,451,28.01,82.98,4.38
SI SAKET,2019-07,407,26.63,84.88,10.25
SI SAKET,2019-08,265,26.37,89.28,13.58
SI SAKET,2019-09,225,25.95,89.73,16.68
SI SAKET,2019-10,154,26.27,84.09,0.95
SI SAKET,2019-11,77,25.3,76.71,0.41
SI SAKET,2019-12,22,24.8,61.64,0.0
SI SAKET,2020-01,25,27.48,51.95,0.02
SI SAKET,2020-02,15,28.01,46.33,0.0
SI SAKET,2020-03,35,32.22,45.96,0.43
SI SAKET,2020-04,20,30.01,59.53,2.04
SI SAKET,2020-05,60,30.07,70.97,5.92
SI SAKET,2020-06,111,27.24,85.97,6.66
SI SAKET,2020-07,149,27.06,86.41,8.76
SI SAKET,2020-08,102,26.45,89.97,12.66
SI SAKET,2020-09,98,26.76,89.09,12.47
SI SAKET,2020-10,36,24.81,91.56,7.65
SI SAKET,2020-11,23,23.97,87.0,0.4
SI SAKET,2020-12,10,22.34,78.39,0.01
SI SAKET,2021-01,3,22.55,62.57,0.0
SI SAKET,2021-02,5,26.35,54.2,0.86
SI SAKET,2021-03,8,31.48,46.57,0.5
SI SAKET,2021-04,4,30.11,63.71,4.89
SI SAKET,2021-05,6,28.45,80.39,5.74
SI SAKET,2021-06,9,26.9,87.53,8.78
SI SAKET,2021-07,6,26.56,88.81,11.61
SI SAKET,2021-08,34,26.7,88.43,7.91
SI SAKET,2021-09,23,26.19,90.01,15.01
SI SAKET,2021-10,25,25.59,90.44,8.13
SI SAKET,2021-11,11,24.03,86.61,0.31
SI SAKET,2021-12,8,21.87,79.2,0.1
SI SAKET,2022-01,4,25.79,63.63,0.37
SI SAKET,2022-02,5,25.92,62.34,1.43
SI SAKET,2022-03,2,29.35,62.78,3.61
SI SAKET,2022-04,9,27.41,71.24,4.0
SI SAKET,2022-05,47,26.42,85.71,11.38
SI SAKET,2022-06,197,26.75,88.09,3.83
SI SAKET,2022-07,191,26.67,89.59,13.84
SI SAKET,2022-08,122,26.35,90.13,14.97
SI SAKET,2022-09,71,26.17,90.65,19.81
SI SAKET,2022-10,37,24.68,88.53,4.11
SI SAKET,2022-11,27,25.04,85.68,1.04
SI SAKET,2022-12,6,22.07,75.83,0.83
SINGBURI,2015-01,0,24.62,51.03,0.44
SINGBURI,2015-02,0,28.4,49.23,0.32
SINGBURI,2015-03,0,31.14,54.13,1.85
SINGBURI,2015-04,6,31.34,54.44,2.42
SINGBURI,2015-05,11,32.14,57.29,1.12
SINGBURI,2015-06,3,30.57,63.41,3.22
SINGBURI,2015-07,1,29.21,67.31,3.49
SINGBURI,2015-08,0,28.45,73.88,4.18
SINGBURI,2015-09,0,27.64,81.33,9.08
SINGBURI,2015-10,0,26.92,83.34,5.32
SINGBURI,2015-11,0,27.26,77.3,1.99
SINGBURI,2015-12,0,26.8,62.11,0.37
SINGBURI,2016-01,0,26.35,56.2,1.1
SINGBURI,2016-02,0,27.12,45.68,0.0
SINGBURI,2016-03,0,31.96,42.39,0.51
SINGBURI,2016-04,0,34.92,42.46,0.31
SINGBURI,2016-05,0,32.15,58.89,3.97
SINGBURI,2016-06,0,29.08,74.11,5.61
SINGBURI,2016-07,0,27.79,79.45,4.75
SINGBURI,2016-08,0,27.8,79.51,6.82
SINGBURI,2016-09,1,26.76,86.24,7.55
SINGBURI,2016-10,0,27.06,86.22,7.54
SINGBURI,2016-11,0,25.18,84.28,1.53
SINGBURI,2016-12,0,23.49,76.25,0.14
SINGBURI,2017-01,0,25.58,69.0,0.93
SINGBURI,2017-02,1,27.59,50.6,0.08
SINGBURI,2017-03,0,30.93,51.66,1.83
SINGBURI,2017-04,0,31.48,56.68,1.39
SINGBURI,2017-05,1,29.37,76.51,9.55
SINGBURI,2017-06,2,27.76,83.7,5.03
SINGBURI,2017-07,2,26.56,86.82,12.02
SINGBURI,2017-08,1,27.09,85.18,7.58
SINGBURI,2017-09,0,27.68,85.15,5.44
SINGBURI,2017-10,0,26.49,87.14,7.54
SINGBURI,2017-11,0,24.46,86.42,1.33
SINGBURI,2017-12,0,22.69,78.66,0.83
SINGBURI,2018-01,0,24.82,73.54,0.43
SINGBURI,2018-02,0,26.64,62.68,1.39
SINGBURI,2018-03,1,29.93,57.43,0.88
SINGBURI,2018-04,1,30.3,62.36,3.98
SINGBURI,2018-05,0,29.23,74.19,4.77
SINGBURI,2018-06,3,28.31,76.27,3.87
SINGBURI,2018-07,8,27.29,80.38,4.68
SINGBURI,2018-08,3,26.63,83.29,5.97
SINGBURI,2018-09,4,27.1,84.81,5.57
SINGBURI,2018-10,10,27.11,83.7,3.86
SINGBURI,2018-11,4,26.52,74.42,0.74
SINGBURI,2018-12,9,26.85,63.43,0.92
SINGBURI,2019-01,4,27.16,53.72,0.05
SINGBURI,2019-02,12,30.61,52.31,0.35
SINGBURI,2019-03,23,32.39,44.56,0.16
SINGBURI,2019-04,3,34.43,47.03,1.11
SINGBURI,2019-05,4,31.55,62.57,4.28
SINGBURI,2019-06,42,29.52,74.44,4.87
SINGBURI,2019-07,21,28.71,71.0,2.55
SINGBURI,2019-08,19,27.65,80.17,7.12
SINGBURI,2019-09,7,27.05,83.92,7.23
SINGBURI,2019-10,12,27.58,81.13,3.01
SINGBURI,2019-11,0,27.14,66.76,0.59
SINGBURI,2019-12,0,25.95,53.22,0.0
SINGBURI,2020-01,9,29.17,48.16,0.02
SINGBURI,2020-02,12,29.89,42.76,0.02
SINGBURI,2020-03,8,32.61,47.45,0.77
SINGBURI,2020-04,9,32.49,52.16,1.45
SINGBURI,2020-05,10,31.99,60.96,2.54
SINGBURI,2020-06,23,29.3,74.29,5.24
SINGBURI,2020-07,75,28.66,77.42,5.79
SINGBURI,2020-08,101,27.61,82.02,5.58
SINGBURI,2020-09,7,27.51,85.93,8.87
SINGBURI,2020-10,1,25.35,88.11,11.36
SINGBURI,2020-11,1,25.0,85.1,0.73
SINGBURI,2020-12,0,23.25,76.28,0.04
SINGBURI,2021-01,0,23.78,60.22,0.0
SINGBURI,2021-02,0,28.02,52.26,0.45
SINGBURI,2021-03,0,31.53,53.09,0.65
SINGBURI,2021-04,0,29.4,70.92,6.25
SINGBURI,2021-05,0,29.21,77.02,3.73
SINGBURI,2021-06,0,28.31,77.93,3.73
SINGBURI,2021-07,0,27.41,82.82,9.13
SINGBURI,2021-08,1,27.48,84.52,5.88
SINGBURI,2021-09,1,26.64,88.1,12.16
SINGBURI,2021-10,0,26.48,87.95,6.97
SINGBURI,2021-11,1,24.96,85.85,1.12
SINGBURI,2021-12,1,22.17,78.8,0.13
SINGBURI,2022-01,0,25.52,69.12,0.52
SINGBURI,2022-02,0,26.38,67.87,2.17
SINGBURI,2022-03,0,30.12,64.54,2.22
SINGBURI,2022-04,0,30.16,60.42,3.75
SINGBURI,2022-05,3,27.68,80.52,6.96
SINGBURI,2022-06,13,27.81,82.23,5.21
SINGBURI,2022-07,0,27.7,83.94,7.14
SINGBURI,2022-08,0,26.94,86.24,9.26
SINGBURI,2022-09,0,26.8,87.22,11.47
SINGBURI,2022-10,1,25.29,87.62,6.55
SINGBURI,2022-11,1,25.68,86.31,2.93
SINGBURI,2022-12,2,22.65,79.71,0.17
SONGKHLA,2015-01,26,25.12,84.72,0.88
SONGKHLA,2015-02,21,24.81,83.79,0.19
SONGKHLA,2015-03,8,26.37,81.29,0.27
SONGKHLA,2015-04,11,27.7,81.19,4.17
SONGKHLA,2015-05,22,28.67,78.76,4.5
SONGKHLA,2015-06,48,27.93,81.77,3.91
SONGKHLA,2015-07,67,27.26,85.01,6.25
SONGKHLA,2015-08,77,27.19,82.9,7.75
SONGKHLA,2015-09,103,27.07,83.53,7.45
SONGKHLA,2015-10,140,27.22,84.15,5.5
SONGKHLA,2015-11,135,26.62,88.41,11.44
SONGKHLA,2015-12,116,26.64,86.24,3.86
SONGKHLA,2016-01,83,26.68,85.39,2.96
SONGKHLA,2016-02,53,26.2,83.4,0.88
SONGKHLA,2016-03,41,27.19,79.34,0.05
SONGKHLA,2016-04,23,29.29,74.51,0.49
SONGKHLA,2016-05,15,29.05,78.55,5.96
SONGKHLA,2016-06,33,27.72,81.21,4.83
SONGKHLA,2016-07,69,27.3,83.71,5.47
SONGKHLA,2016-08,182,27.33,84.12,5.08
SONGKHLA,2016-09,328,26.83,84.67,4.4
SONGKHLA,2016-10,311,26.57,85.86,9.68
SONGKHLA,2016-11,286,26.8,86.84,6.98
SONGKHLA,2016-12,332,26.26,87.27,15.94
SONGKHLA,2017-01,317,25.98,88.04,15.39
SONGKHLA,2017-02,175,25.99,84.49,0.75
SONGKHLA,2017-03,104,26.59,83.56,3.33
SONGKHLA,2017-04,63,27.59,84.49,7.31
SONGKHLA,2017-05,77,28.2,83.33,6.45
SONGKHLA,2017-06,97,27.68,82.89,4.16
SONGKHLA,2017-07,57,27.37,82.79,3.5
SONGKHLA,2017-08,48,27.03,84.87,7.92
SONGKHLA,2017-09,38,27.2,85.01,10.21
SONGKHLA,2017-10,39,27.05,84.87,4.83
SONGKHLA,2017-11,45,26.63,88.14,24.79
SONGKHLA,2017-12,52,25.98,87.26,6.06
SONGKHLA,2018-01,40,25.73,87.63,4.44
SONGKHLA,2018-02,28,25.5,83.34,1.28
SONGKHLA,2018-03,38,26.76,83.9,1.09
SONGKHLA,2018-04,25,27.4,83.42,3.32
SONGKHLA,2018-05,55,28.1,81.86,6.43
SONGKHLA,2018-06,91,27.49,82.64,4.86
SONGKHLA,2018-07,116,26.91,86.8,5.62
SONGKHLA,2018-08,141,27.18,83.34,2.91
SONGKHLA,2018-09,106,26.86,83.9,6.4
SONGKHLA,2018-10,156,27.01,84.37,8.86
SONGKHLA,2018-11,218,26.87,86.96,7.29
SONGKHLA,2018-12,185,26.52,87.76,9.42
SONGKHLA,2019-01,114,26.02,85.43,4.24
SONGKHLA,2019-02,76,26.01,83.94,0.54
SONGKHLA,2019-03,50,26.92,81.44,1.03
SONGKHLA,2019-04,48,28.38,81.46,2.49
SONGKHLA,2019-05,109,28.07,83.63,6.32
SONGKHLA,2019-06,209,27.84,84.28,4.74
SONGKHLA,2019-07,222,27.58,82.99,5.41
SONGKHLA,2019-08,215,27.2,85.25,5.5
SONGKHLA,2019-09,188,27.1,84.42,5.19
SONGKHLA,2019-10,181,27.0,84.16,8.63
SONGKHLA,2019-11,180,26.99,84.51,7.47
SONGKHLA,2019-12,99,25.81,85.77,2.69
SONGKHLA,2020-01,70,26.1,84.0,0.15
SONGKHLA,2020-02,54,26.42,80.66,1.16
SONGKHLA,2020-03,24,28.03,75.71,0.57
SONGKHLA,2020-04,17,28.61,78.91,4.81
SONGKHLA,2020-05,38,28.49,82.86,5.76
SONGKHLA,2020-06,116,27.51,83.59,8.58
SONGKHLA,2020-07,108,27.38,82.86,7.65
SONGKHLA,2020-08,81,27.59,82.83,6.43
SONGKHLA,2020-09,36,27.11,85.29,9.21
SONGKHLA,2020-10,45,26.56,87.22,11.45
SONGKHLA,2020-11,24,26.71,87.04,16.69
SONGKHLA,2020-12,15,25.98,88.04,14.43
SONGKHLA,2021-01,10,25.38,85.92,3.46
SONGKHLA,2021-02,4,25.4,83.4,0.05
SONGKHLA,2021-03,8,26.49,84.16,2.35
SONGKHLA,2021-04,2,27.53,83.61,5.83
SONGKHLA,2021-05,7,27.91,84.25,7.39
SONGKHLA,2021-06,13,27.44,84.12,4.58
SONGKHLA,2021-07,9,27.29,85.15,5.75
SONGKHLA,2021-08,8,26.99,85.45,7.64
SONGKHLA,2021-09,8,27.04,83.23,6.94
SONGKHLA,2021-10,6,27.08,85.42,6.86
SONGKHLA,2021-11,9,26.56,89.39,16.86
SONGKHLA,2021-12,7,25.93,86.72,4.65
SONGKHLA,2022-01,5,25.72,85.54,1.19
SONGKHLA,2022-02,5,26.38,86.53,8.54
SONGKHLA,2022-03,1,27.1,84.55,4.5
SONGKHLA,2022-04,4,27.65,84.36,5.95
SONGKHLA,2022-05,9,27.76,84.55,7.72
SONGKHLA,2022-06,23,27.38,83.36,6.05
SONGKHLA,2022-07,22,27.38,84.79,5.37
SONGKHLA,2022-08,40,27.27,83.58,6.12
SONGKHLA,2022-09,36,26.9,84.63,6.06
SONGKHLA,2022-10,64,26.54,86.9,11.89
SONGKHLA,2022-11,112,26.42,87.84,12.99
SONGKHLA,2022-12,93,25.8,87.36,16.67
SUKHOTHAI,2015-01,2,22.48,59.1,1.45
SUKHOTHAI,2015-02,8,26.61,51.1,0.24
SUKHOTHAI,2015-03,20,30.72,45.98,1.01
SUKHOTHAI,2015-04,23,31.42,48.05,1.51
SUKHOTHAI,2015-05,40,31.7,57.41,1.98
SUKHOTHAI,2015-06,43,30.33,62.74,2.48
SUKHOTHAI,2015-07,30,28.52,72.19,4.43
SUKHOTHAI,2015-08,39,27.06,81.54,6.05
SUKHOTHAI,2015-09,33,27.21,82.63,4.62
SUKHOTHAI,2015-10,31,27.11,76.5,2.77
SUKHOTHAI,2015-11,55,28.16,65.11,0.81
SUKHOTHAI,2015-12,25,25.52,60.73,1.26
SUKHOTHAI,2016-01,30,23.96,51.65,1.37
SUKHOTHAI,2016-02,17,25.33,44.47,0.09
SUKHOTHAI,2016-03,31,30.75,39.0,0.01
SUKHOTHAI,2016-04,7,34.67,37.97,0.62
SUKHOTHAI,2016-05,2,31.87,57.6,4.16
SUKHOTHAI,2016-06,1,28.15,77.35,5.74
SUKHOTHAI,2016-07,14,27.04,83.6,7.25
SUKHOTHAI,2016-08,46,26.81,84.18,5.14
SUKHOTHAI,2016-09,50,26.85,85.78,8.31
SUKHOTHAI,2016-10,22,26.99,83.58,6.45
SUKHOTHAI,2016-11,6,24.58,81.56,1.86
SUKHOTHAI,2016-12,5,22.36,77.01,0.08
SUKHOTHAI,2017-01,1,24.1,72.91,1.18
SUKHOTHAI,2017-02,4,25.69,55.01,0.12
SUKHOTHAI,2017-03,0,30.07,47.92,1.14
SUKHOTHAI,2017-04,2,30.08,60.56,3.83
SUKHOTHAI,2017-05,2,28.29,78.53,9.34
SUKHOTHAI,2017-06,18,27.1,84.96,4.58
SUKHOTHAI,2017-07,26,26.28,87.27,10.13
SUKHOTHAI,2017-08,43,26.47,86.91,8.73
SUKHOTHAI,2017-09,24,27.31,85.4,9.21
SUKHOTHAI,2017-10,12,26.14,85.12,5.36
SUKHOTHAI,2017-11,13,24.13,83.21,0.42
SUKHOTHAI,2017-12,3,21.21,81.16,0.76
SUKHOTHAI,2018-01,4,23.07,73.75,0.42
SUKHOTHAI,2018-02,2,24.7,66.47,1.02
SUKHOTHAI,2018-03,7,28.41,54.39,0.43
SUKHOTHAI,2018-04,11,29.55,61.94,3.2
SUKHOTHAI,2018-05,33,28.29,76.99,7.62
SUKHOTHAI,2018-06,95,27.06,82.79,5.42
SUKHOTHAI,2018-07,93,26.51,85.08,5.14
SUKHOTHAI,2018-08,83,26.07,86.96,5.52
SUKHOTHAI,2018-09,57,27.03,84.31,5.36
SUKHOTHAI,2018-10,40,26.69,81.56,3.29
SUKHOTHAI,2018-11,23,25.45,76.56,0.81
SUKHOTHAI,2018-12,29,24.22,70.5,0.31
SUKHOTHAI,2019-01,28,24.6,65.56,0.54
SUKHOTHAI,2019-02,27,27.77,51.77,0.73
SUKHOTHAI,2019-03,42,30.98,40.97,0.12
SUKHOTHAI,2019-04,34,34.18,41.08,0.7
SUKHOTHAI,2019-05,15,31.36,62.4,4.07
SUKHOTHAI,2019-06,30,28.9,75.71,4.22
SUKHOTHAI,2019-07,69,28.18,72.64,2.75
SUKHOTHAI,2019-08,71,26.82,84.96,11.11
SUKHOTHAI,2019-09,63,27.08,81.86,6.17
SUKHOTHAI,2019-10,37,27.14,79.57,2.56
SUKHOTHAI,2019-11,15,25.56,71.84,0.68
SUKHOTHAI,2019-12,4,23.11,62.04,0.03
SUKHOTHAI,2020-01,6,26.62,52.45,0.0
SUKHOTHAI,2020-02,8,27.83,42.59,0.01
SUKHOTHAI,2020-03,9,31.35,41.35,0.33
SUKHOTHAI,2020-04,4,31.12,51.11,3.61
SUKHOTHAI,2020-05,30,30.88,65.02,3.69
SUKHOTHAI,2020-06,40,28.4,78.39,4.77
SUKHOTHAI,2020-07,126,27.86,80.02,4.13
SUKHOTHAI,2020-08,154,26.99,85.02,10.8
SUKHOTHAI,2020-09,102,27.21,86.19,7.12
SUKHOTHAI,2020-10,33,25.81,84.12,4.32
SUKHOTHAI,2020-11,20,24.72,80.3,0.16
SUKHOTHAI,2020-12,22,22.25,72.56,0.0
SUKHOTHAI,2021-01,5,22.33,62.07,0.03
SUKHOTHAI,2021-02,10,26.68,53.21,0.54
SUKHOTHAI,2021-03,12,30.92,47.29,0.44
SUKHOTHAI,2021-04,5,28.68,71.59,7.98
SUKHOTHAI,2021-05,30,28.88,75.62,2.94
SUKHOTHAI,2021-06,17,27.76,79.11,3.86
SUKHOTHAI,2021-07,14,27.08,84.22,9.77
SUKHOTHAI,2021-08,16,27.19,84.61,5.99
SUKHOTHAI,2021-09,22,26.85,85.87,11.78
SUKHOTHAI,2021-10,7,26.21,84.8,7.49
SUKHOTHAI,2021-11,10,24.72,80.51,0.86
SUKHOTHAI,2021-12,1,20.69,78.02,0.01
SUKHOTHAI,2022-01,0,23.17,72.65,0.43
SUKHOTHAI,2022-02,0,23.51,71.86,3.24
SUKHOTHAI,2022-03,1,29.45,64.23,1.35
SUKHOTHAI,2022-04,2,29.63,60.53,2.96
SUKHOTHAI,2022-05,9,27.02,80.56,8.06
SUKHOTHAI,2022-06,30,26.95,84.23,2.68
SUKHOTHAI,2022-07,62,27.48,83.45,7.55
SUKHOTHAI,2022-08,53,26.73,86.66,9.05
SUKHOTHAI,2022-09,35,26.6,87.03,11.18
SUKHOTHAI,2022-10,21,25.65,82.35,4.63
SUKHOTHAI,2022-11,23,25.65,81.98,1.14
SUKHOTHAI,2022-12,11,21.97,78.59,0.41
SUPHANBURI,2015-01,4,24.95,52.73,0.44
SUPHANBURI,2015-02,5,28.48,51.61,0.47
SUPHANBURI,2015-03,18,30.92,57.19,2.06
SUPHANBURI,2015-04,9,31.06,57.4,2.53
SUPHANBURI,2015-05,41,31.73,59.93,1.1
SUPHANBURI,2015-06,37,30.24,65.7,4.07
SUPHANBURI,2015-07,58,29.15,67.83,3.43
SUPHANBURI,2015-08,50,28.42,73.57,3.7
SUPHANBURI,2015-09,82,27.62,81.18,9.53
SUPHANBURI,2015-10,73,27.0,83.8,5.96
SUPHANBURI,2015-11,106,27.14,79.84,1.88
SUPHANBURI,2015-12,37,26.99,63.83,0.28
SUPHANBURI,2016-01,18,26.74,59.2,1.35
SUPHANBURI,2016-02,10,27.55,48.55,0.0
SUPHANBURI,2016-03,20,31.93,45.79,0.62
SUPHANBURI,2016-04,8,34.46,45.96,0.29
SUPHANBURI,2016-05,5,32.12,59.4,3.73
SUPHANBURI,2016-06,3,28.97,74.95,6.39
SUPHANBURI,2016-07,17,27.79,79.68,4.09
SUPHANBURI,2016-08,25,28.07,77.74,5.78
SUPHANBURI,2016-09,31,26.85,85.43,7.22
SUPHANBURI,2016-10,9,27.02,86.46,8.58
SUPHANBURI,2016-11,12,25.39,85.27,1.68
SUPHANBURI,2016-12,8,23.7,77.12,0.09
SUPHANBURI,2017-01,11,25.85,69.18,1.01
SUPHANBURI,2017-02,12,27.77,52.51,0.04
SUPHANBURI,2017-03,11,30.88,53.73,2.03
SUPHANBURI,2017-04,7,31.16,59.41,1.31
SUPHANBURI,2017-05,25,29.53,76.37,9.7
SUPHANBURI,2017-06,31,27.82,83.19,4.42
SUPHANBURI,2017-07,61,26.55,86.25,10.81
SUPHANBURI,2017-08,42,27.03,85.09,7.79
SUPHANBURI,2017-09,33,27.73,84.96,6.19
SUPHANBURI,2017-10,29,26.66,87.12,8.46
SUPHANBURI,2017-11,27,24.69,87.05,1.67
SUPHANBURI,2017-12,26,22.94,80.1,0.82
SUPHANBURI,2018-01,27,25.24,74.05,0.63
SUPHANBURI,2018-02,9,26.91,64.07,1.32
SUPHANBURI,2018-03,16,29.94,60.42,1.19
SUPHANBURI,2018-04,22,30.26,63.95,4.16
SUPHANBURI,2018-05,35,29.08,75.96,4.87
SUPHANBURI,2018-06,71,28.33,75.99,3.66
SUPHANBURI,2018-07,76,27.51,78.63,4.19
SUPHANBURI,2018-08,67,26.99,80.28,5.13
SUPHANBURI,2018-09,83,27.2,83.89,6.2
SUPHANBURI,2018-10,100,27.19,84.21,5.14
SUPHANBURI,2018-11,74,26.47,76.09,0.69
SUPHANBURI,2018-12,53,27.11,64.79,1.16
SUPHANBURI,2019-01,39,27.1,56.36,0.07
SUPHANBURI,2019-02,22,30.63,55.48,0.13
SUPHANBURI,2019-03,13,32.18,47.82,0.14
SUPHANBURI,2019-04,3,33.93,50.43,1.19
SUPHANBURI,2019-05,5,31.27,63.51,3.98
SUPHANBURI,2019-06,24,29.47,74.32,4.79
SUPHANBURI,2019-07,26,28.69,70.94,2.57
SUPHANBURI,2019-08,35,27.83,78.5,5.44
SUPHANBURI,2019-09,20,27.21,82.51,7.16
SUPHANBURI,2019-10,46,27.77,80.93,3.39
SUPHANBURI,2019-11,48,27.38,66.98,0.92
SUPHANBURI,2019-12,27,26.41,54.41,0.0
SUPHANBURI,2020-01,22,29.41,51.04,0.07
SUPHANBURI,2020-02,17,30.04,45.61,0.06
SUPHANBURI,2020-03,18,32.5,49.62,0.65
SUPHANBURI,2020-04,21,32.16,55.35,1.68
SUPHANBURI,2020-05,11,31.9,61.96,2.29
SUPHANBURI,2020-06,12,29.09,75.29,5.36
SUPHANBURI,2020-07,19,28.35,79.22,6.74
SUPHANBURI,2020-08,50,27.57,82.15,4.98
SUPHANBURI,2020-09,82,27.5,85.63,9.7
SUPHANBURI,2020-10,60,25.4,88.6,13.7
SUPHANBURI,2020-11,55,25.14,86.12,1.28
SUPHANBURI,2020-12,51,23.17,79.51,0.03
SUPHANBURI,2021-01,14,23.61,64.88,0.0
SUPHANBURI,2021-02,19,27.9,56.01,0.63
SUPHANBURI,2021-03,14,31.25,56.26,0.72
SUPHANBURI,2021-04,5,29.38,71.23,5.46
SUPHANBURI,2021-05,9,29.04,78.6,4.57
SUPHANBURI,2021-06,11,28.24,78.12,3.44
SUPHANBURI,2021-07,12,27.52,81.91,8.04
SUPHANBURI,2021-08,16,27.51,83.89,5.83
SUPHANBURI,2021-09,14,26.63,87.76,11.48
SUPHANBURI,2021-10,28,26.58,88.11,7.46
SUPHANBURI,2021-11,15,25.24,86.15,1.15
SUPHANBURI,2021-12,7,22.48,79.92,0.15
SUPHANBURI,2022-01,7,26.17,67.79,0.38
SUPHANBURI,2022-02,7,27.09,67.46,2.8
SUPHANBURI,2022-03,7,29.96,66.62,2.38
SUPHANBURI,2022-04,3,30.13,61.64,3.43
SUPHANBURI,2022-05,25,27.73,80.8,7.34
SUPHANBURI,2022-06,31,27.92,81.81,4.73
SUPHANBURI,2022-07,42,27.68,83.72,6.46
SUPHANBURI,2022-08,33,27.01,85.41,9.09
SUPHANBURI,2022-09,69,26.77,86.95,12.05
SUPHANBURI,2022-10,79,25.36,88.15,7.7
SUPHANBURI,2022-11,84,25.76,86.58,2.78
SUPHANBURI,2022-12,59,22.84,81.11,0.18
SURAT THANI,2015-01,29,24.82,84.01,1.51
SURAT THANI,2015-02,19,25.03,81.41,0.28
SURAT THANI,2015-03,22,27.07,78.01,0.09
SURAT THANI,2015-04,14,28.1,77.08,2.4
SURAT THANI,2015-05,16,28.39,80.46,5.7
SURAT THANI,2015-06,42,27.61,82.3,4.39
SURAT THANI,2015-07,51,26.86,85.6,7.16
SURAT THANI,2015-08,67,26.56,85.83,8.72
SURAT THANI,2015-09,60,26.46,86.66,10.8
SURAT THANI,2015-10,41,27.03,85.01,8.41
SURAT THANI,2015-11,71,26.32,88.78,9.19
SURAT THANI,2015-12,39,26.21,87.12,5.35
SURAT THANI,2016-01,39,26.31,85.03,2.44
SURAT THANI,2016-02,27,25.95,82.88,1.66
SURAT THANI,2016-03,24,27.36,77.9,0.18
SURAT THANI,2016-04,12,29.7,69.95,0.34
SURAT THANI,2016-05,7,29.34,75.54,7.81
SURAT THANI,2016-06,14,26.77,87.52,7.71
SURAT THANI,2016-07,30,26.68,86.47,6.81
SURAT THANI,2016-08,54,26.43,88.5,6.92
SURAT THANI,2016-09,88,25.85,88.88,7.79
SURAT THANI,2016-10,58,25.96,88.45,10.96
SURAT THANI,2016-11,53,26.61,87.53,7.18
SURAT THANI,2016-12,50,25.69,89.09,17.7
SURAT THANI,2017-01,71,25.51,88.63,19.42
SURAT THANI,2017-02,72,25.61,82.85,2.3
SURAT THANI,2017-03,76,27.09,80.27,2.64
SURAT THANI,2017-04,79,27.64,83.52,4.36
SURAT THANI,2017-05,74,27.85,85.15,8.07
SURAT THANI,2017-06,117,26.7,88.37,7.17
SURAT THANI,2017-07,63,26.16,88.6,6.12
SURAT THANI,2017-08,81,26.33,88.19,7.94
SURAT THANI,2017-09,75,26.84,87.06,10.27
SURAT THANI,2017-10,64,26.75,85.44,4.39
SURAT THANI,2017-11,70,26.16,89.53,15.24
SURAT THANI,2017-12,70,25.46,87.13,8.4
SURAT THANI,2018-01,57,25.58,86.09,6.42
SURAT THANI,2018-02,66,25.57,82.78,0.77
SURAT THANI,2018-03,55,27.26,79.76,2.64
SURAT THANI,2018-04,66,27.76,80.33,6.47
SURAT THANI,2018-05,160,28.5,78.96,6.56
SURAT THANI,2018-06,212,26.51,87.05,8.36
SURAT THANI,2018-07,119,26.21,89.23,8.03
SURAT THANI,2018-08,89,26.08,88.98,6.97
SURAT THANI,2018-09,58,26.41,86.49,6.19
SURAT THANI,2018-10,56,26.96,84.67,8.13
SURAT THANI,2018-11,53,26.48,87.59,10.92
SURAT THANI,2018-12,74,26.14,88.72,12.09
SURAT THANI,2019-01,41,25.57,86.53,4.5
SURAT THANI,2019-02,36,26.0,82.74,0.38
SURAT THANI,2019-03,37,27.9,75.55,0.44
SURAT THANI,2019-04,19,29.25,74.11,1.57
SURAT THANI,2019-05,16,27.88,83.64,7.14
SURAT THANI,2019-06,41,27.35,86.58,7.22
SURAT THANI,2019-07,57,26.92,85.74,6.1
SURAT THANI,2019-08,62,26.29,88.82,8.43
SURAT THANI,2019-09,65,26.37,86.51,8.47
SURAT THANI,2019-10,39,27.06,84.27,7.94
SURAT THANI,2019-11,28,26.54,84.78,9.75
SURAT THANI,2019-12,45,25.32,86.07,3.27
SURAT THANI,2020-01,45,25.94,83.39,0.29
SURAT THANI,2020-02,20,26.06,82.13,0.97
SURAT THANI,2020-03,8,28.11,72.63,0.1
SURAT THANI,2020-04,19,28.8,75.32,5.14
SURAT THANI,2020-05,26,28.57,80.86,5.66
SURAT THANI,2020-06,59,26.99,86.64,14.31
SURAT THANI,2020-07,78,27.13,84.69,9.33
SURAT THANI,2020-08,42,26.91,86.07,6.64
SURAT THANI,2020-09,24,26.63,87.53,16.86
SURAT THANI,2020-10,16,26.0,89.15,15.87
SURAT THANI,2020-11,12,26.46,87.56,12.91
SURAT THANI,2020-12,1,25.41,88.44,18.29
SURAT THANI,2021-01,4,24.92,85.07,1.51
SURAT THANI,2021-02,2,25.63,81.27,0.12
SURAT THANI,2021-03,0,26.92,80.1,2.82
SURAT THANI,2021-04,0,27.6,82.09,5.84
SURAT THANI,2021-05,1,27.55,85.1,7.43
SURAT THANI,2021-06,4,26.95,86.74,4.56
SURAT THANI,2021-07,1,26.68,87.88,8.37
SURAT THANI,2021-08,2,26.46,87.97,10.44
SURAT THANI,2021-09,0,26.51,86.7,8.13
SURAT THANI,2021-10,0,26.61,87.22,9.24
SURAT THANI,2021-11,2,26.21,90.76,22.11
SURAT THANI,2021-12,1,25.26,87.01,6.37
