province,year_month,dengue_cases,temperature,humidity,rainfall
LOEI,2016-04,20,33.37,41.22,1.41
LOEI,2016-05,43,29.8,66.66,6.26
LOEI,2016-06,118,27.74,76.33,6.8
LOEI,2016-07,101,26.12,83.7,5.59
LOEI,2016-08,64,26.0,84.17,9.22
LOEI,2016-09,49,25.7,87.38,7.39
LOEI,2016-10,29,25.23,86.77,4.77
LOEI,2016-11,9,22.04,85.16,3.26
LOEI,2016-12,6,19.42,80.77,0.03
LOEI,2017-01,5,21.14,79.5,0.43
LOEI,2017-02,4,22.58,62.31,0.06
LOEI,2017-03,5,27.17,63.03,2.89
LOEI,2017-04,12,28.66,62.42,2.46
LOEI,2017-05,40,27.3,78.44,10.81
LOEI,2017-06,42,26.42,84.03,7.91
LOEI,2017-07,50,25.6,87.23,11.39
LOEI,2017-08,39,25.7,87.64,7.85
LOEI,2017-09,27,26.19,87.28,6.12
LOEI,2017-10,17,23.86,89.59,6.19
LOEI,2017-11,6,21.59,85.32,0.24
LOEI,2017-12,4,18.46,82.04,0.6
LOEI,2018-01,1,20.68,75.71,0.36
LOEI,2018-02,3,21.85,69.43,1.64
LOEI,2018-03,7,26.19,61.18,1.14
LOEI,2018-04,7,27.03,67.9,5.16
LOEI,2018-05,26,27.08,80.2,8.28
LOEI,2018-06,72,26.24,83.85,6.38
LOEI,2018-07,85,25.6,86.0,7.61
LOEI,2018-08,55,25.46,86.42,6.31
LOEI,2018-09,21,25.79,86.04,5.94
LOEI,2018-10,19,24.63,85.0,2.0
LOEI,2018-11,10,22.9,82.02,0.73
LOEI,2018-12,8,21.12,76.85,0.34
LOEI,2019-01,6,21.5,71.8,0.02
LOEI,2019-02,2,25.92,61.51,1.66
LOEI,2019-03,9,29.17,50.69,0.83
LOEI,2019-04,49,32.61,48.45,0.8
LOEI,2019-05,103,29.65,67.85,3.71
LOEI,2019-06,287,27.86,78.66,5.8
LOEI,2019-07,303,26.99,76.36,3.26
LOEI,2019-08,141,26.04,84.95,12.87
LOEI,2019-09,119,25.49,84.24,4.74
LOEI,2019-10,100,25.13,82.41,0.82
LOEI,2019-11,56,23.29,74.37,0.08
LOEI,2019-12,13,20.77,67.03,0.0
LOEI,2020-01,21,24.35,60.2,0.0
LOEI,2020-02,10,25.32,49.33,0.0
LOEI,2020-03,26,28.5,58.43,2.47
LOEI,2020-04,41,27.98,61.96,2.26
LOEI,2020-05,111,29.95,67.46,4.84
LOEI,2020-06,198,27.19,81.89,5.26
LOEI,2020-07,173,26.84,83.48,5.46
LOEI,2020-08,77,25.97,86.5,10.6
LOEI,2020-09,34,26.38,86.7,8.74
LOEI,2020-10,4,23.43,87.81,7.3
LOEI,2020-11,4,22.1,85.16,0.27
LOEI,2020-12,2,18.73,79.86,0.0
LOEI,2021-01,1,18.42,71.04,0.0
LOEI,2021-02,3,23.51,65.17,1.05
LOEI,2021-03,0,27.83,60.66,1.36
LOEI,2021-04,1,27.31,74.01,8.37
LOEI,2021-05,0,27.99,76.74,2.58
LOEI,2021-06,12,26.72,81.93,5.58
LOEI,2021-07,10,26.44,83.52,5.4
LOEI,2021-08,8,26.44,83.49,5.18
LOEI,2021-09,11,25.68,88.1,15.45
LOEI,2021-10,5,24.03,87.38,5.66
LOEI,2021-11,2,21.77,83.58,0.21
LOEI,2021-12,0,18.24,79.71,0.0
LOEI,2022-01,0,21.85,73.13,0.42
LOEI,2022-02,1,21.01,74.88,2.88
LOEI,2022-03,6,26.8,71.68,3.96
LOEI,2022-04,2,26.79,66.55,2.47
LOEI,2022-05,3,25.63,80.5,5.79
LOEI,2022-06,14,26.44,82.73,4.31
LOEI,2022-07,52,26.41,86.15,12.8
LOEI,2022-08,35,26.0,87.21,10.4
LOEI,2022-09,16,25.65,88.57,9.23
LOEI,2022-10,27,23.18,86.57,4.63
LOEI,2022-11,19,23.79,84.41,0.89
LOEI,2022-12,8,18.61,78.82,0.01
LOPBURI,2015-01,27,23.04,54.46,0.07
LOPBURI,2015-02,58,26.44,56.35,0.54
LOPBURI,2015-03,57,28.97,63.03,2.39
LOPBURI,2015-04,46,29.47,60.21,1.87
LOPBURI,2015-05,169,29.92,65.01,1.46
LOPBURI,2015-06,135,28.84,68.74,3.02
LOPBURI,2015-07,99,27.72,71.52,4.87
LOPBURI,2015-08,138,26.32,82.49,7.07
LOPBURI,2015-09,282,26.13,85.34,8.15
LOPBURI,2015-10,277,25.5,84.57,4.82
LOPBURI,2015-11,231,25.83,79.98,1.36
LOPBURI,2015-12,61,24.96,68.04,0.83
LOPBURI,2016-01,61,24.84,64.25,1.16
LOPBURI,2016-02,55,24.83,51.7,0.0
LOPBURI,2016-03,52,29.96,49.2,0.11
LOPBURI,2016-04,11,32.51,49.66,0.9
LOPBURI,2016-05,4,29.71,66.97,3.76
LOPBURI,2016-06,2,27.49,78.46,6.37
LOPBURI,2016-07,13,26.3,83.2,5.53
LOPBURI,2016-08,39,26.56,82.2,5.86
LOPBURI,2016-09,52,25.66,88.26,9.45
LOPBURI,2016-10,33,25.93,87.5,5.17
LOPBURI,2016-11,8,24.2,85.09,1.41
LOPBURI,2016-12,9,22.28,77.08,0.22
LOPBURI,2017-01,8,23.9,73.27,0.61
LOPBURI,2017-02,12,25.35,57.9,0.07
LOPBURI,2017-03,7,28.12,64.25,3.23
LOPBURI,2017-04,1,29.19,64.5,1.77
LOPBURI,2017-05,4,27.45,82.18,8.93
LOPBURI,2017-06,7,26.46,85.9,6.7
LOPBURI,2017-07,16,25.43,88.26,12.26
LOPBURI,2017-08,46,25.82,88.06,7.61
LOPBURI,2017-09,32,26.42,87.74,6.78
LOPBURI,2017-10,21,25.34,88.03,5.46
LOPBURI,2017-11,10,23.3,86.52,0.8
LOPBURI,2017-12,5,21.51,79.58,0.5
LOPBURI,2018-01,11,23.23,76.28,1.19
LOPBURI,2018-02,11,24.2,68.72,0.96
LOPBURI,2018-03,9,27.46,67.75,1.08
LOPBURI,2018-04,5,27.55,72.77,5.83
LOPBURI,2018-05,42,27.23,81.67,4.7
LOPBURI,2018-06,120,26.56,82.4,5.19
LOPBURI,2018-07,151,25.78,85.17,6.85
LOPBURI,2018-08,145,25.38,85.99,6.71
LOPBURI,2018-09,165,25.93,87.3,7.62
LOPBURI,2018-10,113,25.95,84.64,3.32
LOPBURI,2018-11,71,24.63,80.2,0.47
LOPBURI,2018-12,61,24.49,71.33,0.48
LOPBURI,2019-01,94,24.39,62.79,0.0
LOPBURI,2019-02,106,28.51,61.45,0.24
LOPBURI,2019-03,145,29.94,56.98,0.52
LOPBURI,2019-04,56,31.18,59.45,1.29
LOPBURI,2019-05,36,29.14,71.77,4.5
LOPBURI,2019-06,61,28.27,76.96,3.32
LOPBURI,2019-07,71,26.97,76.96,4.41
LOPBURI,2019-08,64,26.49,82.34,8.47
LOPBURI,2019-09,95,25.95,85.59,8.21
LOPBURI,2019-10,85,26.37,81.79,2.29
LOPBURI,2019-11,48,25.31,71.5,0.39
LOPBURI,2019-12,12,23.94,60.36,0.0
LOPBURI,2020-01,29,27.06,53.87,0.0
LOPBURI,2020-02,16,27.6,48.41,0.01
LOPBURI,2020-03,9,30.47,57.37,1.06
LOPBURI,2020-04,21,29.81,61.51,1.94
LOPBURI,2020-05,17,29.3,72.29,4.58
LOPBURI,2020-06,40,27.07,83.51,9.07
LOPBURI,2020-07,116,26.77,84.47,5.22
LOPBURI,2020-08,180,26.31,85.27,7.54
LOPBURI,2020-09,185,26.35,87.91,10.29
LOPBURI,2020-10,47,24.18,88.59,8.68
LOPBURI,2020-11,49,23.85,84.96,0.22
LOPBURI,2020-12,2,21.69,78.15,0.04
LOPBURI,2021-01,2,21.52,65.94,0.0
LOPBURI,2021-02,8,25.52,60.07,0.48
LOPBURI,2021-03,4,29.25,60.26,0.81
LOPBURI,2021-04,0,27.47,77.46,6.83
LOPBURI,2021-05,1,27.71,81.16,3.33
LOPBURI,2021-06,2,27.08,80.04,3.05
LOPBURI,2021-07,1,26.35,84.22,8.66
LOPBURI,2021-08,3,26.5,85.24,6.33
LOPBURI,2021-09,1,25.6,89.24,12.88
LOPBURI,2021-10,0,25.35,88.85,7.02
LOPBURI,2021-11,1,23.78,86.03,0.82
LOPBURI,2021-12,0,20.91,80.54,0.33
LOPBURI,2022-01,0,23.92,73.03,0.64
LOPBURI,2022-02,1,24.48,73.2,0.98
LOPBURI,2022-03,1,27.66,73.66,3.87
LOPBURI,2022-04,0,27.3,70.77,2.73
LOPBURI,2022-05,6,26.18,83.36,8.03
LOPBURI,2022-06,9,26.47,84.56,3.86
LOPBURI,2022-07,10,26.45,85.86,8.36
LOPBURI,2022-08,11,25.91,87.15,8.35
LOPBURI,2022-09,9,25.51,89.88,15.11
LOPBURI,2022-10,21,24.01,88.63,3.85
LOPBURI,2022-11,19,24.43,86.98,2.38
LOPBURI,2022-12,10,21.05,80.69,0.11
MAE HONG SON,2015-01,9,18.7,67.31,1.61
MAE HONG SON,2015-02,9,20.93,51.49,0.0
MAE HONG SON,2015-03,1,24.31,51.95,1.02
MAE HONG SON,2015-04,1,25.77,59.67,1.49
MAE HONG SON,2015-05,13,25.82,69.99,3.21
MAE HONG SON,2015-06,54,24.48,78.27,3.08
MAE HONG SON,2015-07,133,23.29,84.38,7.42
MAE HONG SON,2015-08,146,23.08,87.15,5.18
MAE HONG SON,2015-09,73,23.41,86.8,4.19
MAE HONG SON,2015-10,46,22.7,81.7,2.96
MAE HONG SON,2015-11,40,22.62,75.57,1.49
MAE HONG SON,2015-12,16,20.69,70.05,0.55
MAE HONG SON,2016-01,12,18.18,59.22,1.22
MAE HONG SON,2016-02,12,20.52,53.91,0.5
MAE HONG SON,2016-03,19,24.68,51.74,0.03
MAE HONG SON,2016-04,29,28.35,47.82,0.59
MAE HONG SON,2016-05,64,26.73,63.76,2.62
MAE HONG SON,2016-06,83,23.58,85.05,7.63
MAE HONG SON,2016-07,199,23.32,85.56,6.5
MAE HONG SON,2016-08,207,22.87,87.69,5.23
MAE HONG SON,2016-09,147,22.89,90.41,6.26
MAE HONG SON,2016-10,99,22.95,88.8,5.42
MAE HONG SON,2016-11,52,21.25,85.79,1.51
MAE HONG SON,2016-12,13,19.56,79.74,0.08
MAE HONG SON,2017-01,2,19.9,76.93,0.85
MAE HONG SON,2017-02,6,21.23,56.3,0.0
MAE HONG SON,2017-03,6,23.9,51.22,0.3
MAE HONG SON,2017-04,10,25.61,64.48,2.01
MAE HONG SON,2017-05,33,25.04,80.76,8.67
MAE HONG SON,2017-06,61,23.55,85.8,6.1
MAE HONG SON,2017-07,66,22.81,87.98,9.8
MAE HONG SON,2017-08,80,22.99,88.39,7.27
MAE HONG SON,2017-09,47,23.39,89.37,6.26
MAE HONG SON,2017-10,31,22.41,89.99,7.49
MAE HONG SON,2017-11,26,20.51,87.54,0.92
MAE HONG SON,2017-12,16,17.9,84.61,0.56
MAE HONG SON,2018-01,6,18.57,77.09,0.11
MAE HONG SON,2018-02,3,20.04,69.36,0.07
MAE HONG SON,2018-03,2,23.1,59.98,0.2
MAE HONG SON,2018-04,10,25.02,66.05,1.82
MAE HONG SON,2018-05,30,23.97,81.98,7.23
MAE HONG SON,2018-06,147,22.89,86.73,7.15
MAE HONG SON,2018-07,113,22.84,88.51,7.89
MAE HONG SON,2018-08,61,22.47,89.28,4.95
MAE HONG SON,2018-09,26,23.14,88.04,4.46
MAE HONG SON,2018-10,24,22.37,88.78,6.03
MAE HONG SON,2018-11,26,20.83,84.19,0.44
MAE HONG SON,2018-12,18,19.93,81.57,0.55
MAE HONG SON,2019-01,6,19.37,75.42,1.3
MAE HONG SON,2019-02,1,22.04,52.65,0.03
MAE HONG SON,2019-03,6,23.73,53.6,0.04
MAE HONG SON,2019-04,2,27.36,50.07,0.28
MAE HONG SON,2019-05,5,26.32,71.31,4.05
MAE HONG SON,2019-06,30,24.57,81.24,3.18
MAE HONG SON,2019-07,44,23.24,83.8,4.58
MAE HONG SON,2019-08,85,22.9,89.33,11.39
MAE HONG SON,2019-09,77,22.93,87.97,6.31
MAE HONG SON,2019-10,54,22.95,86.21,3.38
MAE HONG SON,2019-11,38,20.89,83.58,0.77
MAE HONG SON,2019-12,2,17.94,71.46,0.21
MAE HONG SON,2020-01,4,20.19,56.11,0.0
MAE HONG SON,2020-02,3,21.72,51.57,0.0
MAE HONG SON,2020-03,6,24.54,47.1,0.05
MAE HONG SON,2020-04,33,26.0,52.77,2.49
MAE HONG SON,2020-05,70,26.17,68.96,2.18
MAE HONG SON,2020-06,152,24.26,82.9,5.79
MAE HONG SON,2020-07,465,24.06,83.12,4.32
MAE HONG SON,2020-08,331,22.75,89.62,10.73
MAE HONG SON,2020-09,130,23.43,89.27,4.83
MAE HONG SON,2020-10,133,22.18,87.49,3.27
MAE HONG SON,2020-11,56,21.11,81.12,0.64
MAE HONG SON,2020-12,13,19.6,73.27,0.0
MAE HONG SON,2021-01,18,19.51,65.13,0.35
MAE HONG SON,2021-02,5,21.12,58.07,0.55
MAE HONG SON,2021-03,4,25.16,46.01,0.14
MAE HONG SON,2021-04,13,24.24,75.06,6.28
MAE HONG SON,2021-05,57,24.88,79.14,4.1
MAE HONG SON,2021-06,109,23.52,83.99,4.84
MAE HONG SON,2021-07,102,23.21,87.62,7.66
MAE HONG SON,2021-08,83,23.1,87.83,6.97
MAE HONG SON,2021-09,30,22.92,89.81,9.2
MAE HONG SON,2021-10,3,22.38,89.05,5.97
MAE HONG SON,2021-11,0,21.21,86.69,1.79
MAE HONG SON,2021-12,1,17.31,84.21,0.01
MAE HONG SON,2022-01,33,18.56,76.14,0.69
MAE HONG SON,2022-02,22,19.54,69.84,1.03
MAE HONG SON,2022-03,36,24.47,69.49,1.1
MAE HONG SON,2022-04,109,24.56,70.87,3.92
MAE HONG SON,2022-05,484,23.28,84.32,11.51
MAE HONG SON,2022-06,1681,23.16,85.82,3.38
MAE HONG SON,2022-07,1981,23.73,86.57,7.12
MAE HONG SON,2022-08,768,22.98,89.53,9.87
MAE HONG SON,2022-09,287,22.86,90.31,13.54
MAE HONG SON,2022-10,176,21.92,87.89,3.22
MAE HONG SON,2022-11,91,21.12,86.79,1.56
MAE HONG SON,2022-12,54,19.42,84.75,1.22
MAHA SARAKHAM,2015-01,2,23.28,49.72,0.01
MAHA SARAKHAM,2015-02,3,26.7,53.54,1.01
MAHA SARAKHAM,2015-03,14,30.62,49.89,1.17
MAHA SARAKHAM,2015-04,25,31.4,46.34,1.64
MAHA SARAKHAM,2015-05,50,31.05,60.67,2.26
MAHA SARAKHAM,2015-06,72,29.52,67.92,3.48
MAHA SARAKHAM,2015-07,74,27.75,76.17,6.28
MAHA SARAKHAM,2015-08,108,26.41,87.56,7.92
MAHA SARAKHAM,2015-09,114,26.36,87.68,5.67
MAHA SARAKHAM,2015-10,79,25.49,84.19,3.49
MAHA SARAKHAM,2015-11,121,26.36,76.36,0.76
MAHA SARAKHAM,2015-12,35,25.65,59.33,0.02
MAHA SARAKHAM,2016-01,26,25.64,54.35,1.16
MAHA SARAKHAM,2016-02,34,24.23,45.77,0.02
MAHA SARAKHAM,2016-03,50,30.75,39.21,0.02
MAHA SARAKHAM,2016-04,28,33.95,42.53,2.84
MAHA SARAKHAM,2016-05,12,30.53,66.25,3.99
MAHA SARAKHAM,2016-06,14,28.64,74.72,6.63
MAHA SARAKHAM,2016-07,40,26.61,85.35,6.59
MAHA SARAKHAM,2016-08,67,26.86,84.59,6.74
MAHA SARAKHAM,2016-09,63,26.28,89.1,9.91
MAHA SARAKHAM,2016-10,49,26.2,86.71,4.12
MAHA SARAKHAM,2016-11,23,23.87,85.77,2.29
MAHA SARAKHAM,2016-12,10,22.44,75.33,0.01
MAHA SARAKHAM,2017-01,9,24.82,63.57,0.09
MAHA SARAKHAM,2017-02,18,25.72,50.97,0.13
MAHA SARAKHAM,2017-03,8,28.67,58.61,2.75
MAHA SARAKHAM,2017-04,9,30.16,58.31,1.56
MAHA SARAKHAM,2017-05,14,28.04,78.96,7.74
MAHA SARAKHAM,2017-06,45,26.87,86.19,7.43
MAHA SARAKHAM,2017-07,48,25.93,89.52,11.3
MAHA SARAKHAM,2017-08,39,26.44,89.14,7.16
MAHA SARAKHAM,2017-09,30,26.92,88.15,7.04
MAHA SARAKHAM,2017-10,13,25.06,88.63,4.9
MAHA SARAKHAM,2017-11,13,23.31,83.86,0.21
MAHA SARAKHAM,2017-12,7,21.93,71.84,0.22
MAHA SARAKHAM,2018-01,6,24.48,61.47,0.09
MAHA SARAKHAM,2018-02,3,25.27,53.33,0.62
MAHA SARAKHAM,2018-03,5,28.76,54.04,1.4
MAHA SARAKHAM,2018-04,5,29.68,57.84,3.95
MAHA SARAKHAM,2018-05,46,28.19,78.39,6.2
MAHA SARAKHAM,2018-06,111,26.98,83.92,5.83
MAHA SARAKHAM,2018-07,90,26.03,87.69,7.56
MAHA SARAKHAM,2018-08,45,25.94,87.62,4.39
MAHA SARAKHAM,2018-09,25,26.56,87.14,6.85
MAHA SARAKHAM,2018-10,18,25.97,84.14,1.71
MAHA SARAKHAM,2018-11,15,25.5,74.14,0.33
MAHA SARAKHAM,2018-12,17,25.18,63.02,0.2
MAHA SARAKHAM,2019-01,20,25.21,55.84,0.0
MAHA SARAKHAM,2019-02,25,30.14,45.11,0.45
MAHA SARAKHAM,2019-03,32,31.85,43.87,0.88
MAHA SARAKHAM,2019-04,17,31.84,57.22,2.46
MAHA SARAKHAM,2019-05,14,29.52,71.7,5.37
MAHA SARAKHAM,2019-06,89,28.97,76.13,2.87
MAHA SARAKHAM,2019-07,145,27.92,74.82,4.23
MAHA SARAKHAM,2019-08,146,27.07,82.52,12.07
MAHA SARAKHAM,2019-09,152,26.02,87.98,10.42
MAHA SARAKHAM,2019-10,93,26.17,83.03,0.83
MAHA SARAKHAM,2019-11,35,25.25,71.91,0.3
MAHA SARAKHAM,2019-12,13,23.93,60.31,0.0
MAHA SARAKHAM,2020-01,27,26.88,52.53,0.05
MAHA SARAKHAM,2020-02,20,27.33,46.97,0.0
MAHA SARAKHAM,2020-03,21,30.55,54.19,2.26
MAHA SARAKHAM,2020-04,49,29.22,61.99,2.95
MAHA SARAKHAM,2020-05,116,30.15,69.2,4.92
MAHA SARAKHAM,2020-06,142,27.38,84.92,5.21
MAHA SARAKHAM,2020-07,230,27.25,85.01,5.52
MAHA SARAKHAM,2020-08,170,26.53,88.22,9.73
MAHA SARAKHAM,2020-09,101,26.9,88.19,8.98
MAHA SARAKHAM,2020-10,12,24.0,90.29,7.94
MAHA SARAKHAM,2020-11,4,23.44,85.87,0.16
MAHA SARAKHAM,2020-12,3,21.29,76.55,0.0
MAHA SARAKHAM,2021-01,0,21.55,60.7,0.0
MAHA SARAKHAM,2021-02,3,25.67,54.71,0.93
MAHA SARAKHAM,2021-03,2,29.7,54.97,2.68
MAHA SARAKHAM,2021-04,0,28.98,69.79,4.89
MAHA SARAKHAM,2021-05,3,28.59,78.42,3.86
MAHA SARAKHAM,2021-06,11,27.38,82.96,4.93
MAHA SARAKHAM,2021-07,11,26.87,85.18,5.96
MAHA SARAKHAM,2021-08,16,27.1,84.94,6.19
MAHA SARAKHAM,2021-09,5,26.24,89.25,12.33
MAHA SARAKHAM,2021-10,4,25.25,88.53,5.86
MAHA SARAKHAM,2021-11,3,23.43,84.13,0.07
MAHA SARAKHAM,2021-12,0,21.19,75.21,0.08
MAHA SARAKHAM,2022-01,0,24.98,62.99,0.28
MAHA SARAKHAM,2022-02,0,24.37,62.35,1.34
MAHA SARAKHAM,2022-03,2,28.83,64.01,3.4
MAHA SARAKHAM,2022-04,1,28.0,64.47,2.68
MAHA SARAKHAM,2022-05,26,26.5,81.98,7.79
MAHA SARAKHAM,2022-06,93,26.82,86.04,5.93
MAHA SARAKHAM,2022-07,83,26.89,87.71,10.19
MAHA SARAKHAM,2022-08,79,26.39,88.87,9.14
MAHA SARAKHAM,2022-09,29,26.18,90.13,15.05
MAHA SARAKHAM,2022-10,14,24.13,87.8,4.01
MAHA SARAKHAM,2022-11,29,24.8,84.35,1.76
MAHA SARAKHAM,2022-12,9,21.21,73.86,0.04
MUKDAHAN,2015-01,0,21.21,62.1,0.03
MUKDAHAN,2015-02,2,24.88,61.35,1.0
MUKDAHAN,2015-03,6,29.67,52.56,0.66
MUKDAHAN,2015-04,2,30.86,46.67,0.85
MUKDAHAN,2015-05,7,29.87,65.55,3.27
MUKDAHAN,2015-06,45,29.12,69.08,2.47
MUKDAHAN,2015-07,34,26.97,80.47,7.62
MUKDAHAN,2015-08,47,26.12,88.58,6.43
MUKDAHAN,2015-09,49,26.39,87.25,4.32
MUKDAHAN,2015-10,23,25.33,81.86,2.7
MUKDAHAN,2015-11,30,26.37,74.22,0.55
MUKDAHAN,2015-12,15,24.38,64.03,0.0
MUKDAHAN,2016-01,10,24.34,60.77,0.48
MUKDAHAN,2016-02,7,22.58,50.28,0.01
MUKDAHAN,2016-03,11,29.38,43.36,0.03
MUKDAHAN,2016-04,8,33.31,43.03,1.3
MUKDAHAN,2016-05,7,30.13,66.82,3.87
MUKDAHAN,2016-06,68,28.08,77.94,7.15
MUKDAHAN,2016-07,70,26.28,87.49,7.36
MUKDAHAN,2016-08,81,26.41,87.63,9.57
MUKDAHAN,2016-09,48,26.18,89.28,12.61
MUKDAHAN,2016-10,31,25.85,87.12,3.01
MUKDAHAN,2016-11,19,23.3,86.58,1.25
MUKDAHAN,2016-12,3,21.05,82.3,0.04
MUKDAHAN,2017-01,3,22.41,75.73,0.04
MUKDAHAN,2017-02,9,22.84,65.9,0.19
MUKDAHAN,2017-03,12,26.79,66.77,3.45
MUKDAHAN,2017-04,13,28.95,63.08,2.11
MUKDAHAN,2017-05,19,27.68,79.28,8.84
MUKDAHAN,2017-06,64,26.27,89.1,11.38
MUKDAHAN,2017-07,42,25.48,92.48,20.02
MUKDAHAN,2017-08,21,26.14,90.66,8.92
MUKDAHAN,2017-09,11,26.72,88.8,9.94
MUKDAHAN,2017-10,6,24.71,88.03,3.65
MUKDAHAN,2017-11,4,22.68,85.03,0.17
MUKDAHAN,2017-12,0,19.98,80.51,0.19
MUKDAHAN,2018-01,0,21.94,73.22,0.03
MUKDAHAN,2018-02,0,22.62,65.12,0.48
MUKDAHAN,2018-03,3,26.51,63.34,2.36
MUKDAHAN,2018-04,3,28.61,60.42,2.24
MUKDAHAN,2018-05,35,28.29,74.93,5.6
MUKDAHAN,2018-06,53,26.6,85.92,8.21
MUKDAHAN,2018-07,44,25.57,90.99,20.45
MUKDAHAN,2018-08,38,25.34,91.96,9.55
MUKDAHAN,2018-09,13,26.36,87.9,6.78
MUKDAHAN,2018-10,7,25.39,85.39,0.77
MUKDAHAN,2018-11,2,23.97,83.5,0.11
MUKDAHAN,2018-12,5,22.57,77.79,0.44
MUKDAHAN,2019-01,8,22.59,69.98,0.0
MUKDAHAN,2019-02,12,27.73,59.33,1.1
MUKDAHAN,2019-03,33,30.07,53.03,0.69
MUKDAHAN,2019-04,50,31.25,58.05,2.24
MUKDAHAN,2019-05,140,28.77,75.5,6.41
MUKDAHAN,2019-06,156,27.98,81.65,4.28
MUKDAHAN,2019-07,99,26.49,85.13,8.77
MUKDAHAN,2019-08,86,26.05,89.74,21.79
MUKDAHAN,2019-09,34,25.63,88.75,11.04
MUKDAHAN,2019-10,12,25.6,83.89,0.84
MUKDAHAN,2019-11,3,23.18,83.07,0.12
MUKDAHAN,2019-12,1,21.49,73.75,0.0
MUKDAHAN,2020-01,4,23.96,67.2,0.16
MUKDAHAN,2020-02,8,25.19,58.27,0.02
MUKDAHAN,2020-03,4,29.34,59.58,2.14
MUKDAHAN,2020-04,25,28.43,62.37,2.09
MUKDAHAN,2020-05,35,30.28,67.85,4.25
MUKDAHAN,2020-06,75,27.94,79.28,3.07
MUKDAHAN,2020-07,168,27.13,85.03,8.48
MUKDAHAN,2020-08,78,26.25,89.68,12.54
MUKDAHAN,2020-09,38,26.8,87.97,5.84
MUKDAHAN,2020-10,9,23.79,90.18,8.91
MUKDAHAN,2020-11,1,22.8,86.21,0.16
MUKDAHAN,2020-12,2,19.71,82.37,0.0
MUKDAHAN,2021-01,1,18.9,74.26,0.0
MUKDAHAN,2021-02,1,23.45,66.94,0.78
MUKDAHAN,2021-03,0,28.14,61.97,1.31
MUKDAHAN,2021-04,1,29.04,66.96,4.5
MUKDAHAN,2021-05,0,28.42,79.13,6.0
MUKDAHAN,2021-06,6,26.71,87.27,8.3
MUKDAHAN,2021-07,2,26.36,88.72,10.52
MUKDAHAN,2021-08,1,26.5,88.45,6.59
MUKDAHAN,2021-09,1,26.13,89.18,12.29
MUKDAHAN,2021-10,0,24.82,88.54,4.95
MUKDAHAN,2021-11,4,22.59,84.59,0.01
MUKDAHAN,2021-12,2,19.55,82.35,0.02
MUKDAHAN,2022-01,0,22.55,75.34,0.15
MUKDAHAN,2022-02,0,21.89,71.58,1.25
MUKDAHAN,2022-03,0,27.21,69.16,3.53
MUKDAHAN,2022-04,1,26.73,68.84,2.72
MUKDAHAN,2022-05,0,25.79,85.04,8.82
MUKDAHAN,2022-06,22,26.46,87.78,4.52
MUKDAHAN,2022-07,27,26.66,88.61,10.0
MUKDAHAN,2022-08,35,26.25,89.21,10.24
MUKDAHAN,2022-09,20,26.24,89.32,9.91
MUKDAHAN,2022-10,1,23.69,87.0,2.71
MUKDAHAN,2022-11,1,24.24,85.81,1.34
MUKDAHAN,2022-12,1,19.42,80.43,0.02
NAKHON NAYOK,2015-01,3,24.5,61.55,0.11
NAKHON NAYOK,2015-02,2,27.37,60.47,0.64
NAKHON NAYOK,2015-03,3,29.83,65.53,3.21
NAKHON NAYOK,2015-04,3,29.9,66.14,1.86
NAKHON NAYOK,2015-05,13,29.96,71.7,1.72
NAKHON NAYOK,2015-06,29,29.06,74.19,5.56
NAKHON NAYOK,2015-07,68,28.54,74.28,4.64
NAKHON NAYOK,2015-08,72,27.16,83.95,9.92
NAKHON NAYOK,2015-09,121,26.97,85.88,9.09
NAKHON NAYOK,2015-10,24,26.83,83.91,5.38
NAKHON NAYOK,2015-11,18,26.99,81.76,1.43
NAKHON NAYOK,2015-12,3,26.32,70.58,0.48
NAKHON NAYOK,2016-01,12,26.65,67.27,1.31
NAKHON NAYOK,2016-02,18,27.29,53.04,0.03
NAKHON NAYOK,2016-03,8,31.12,54.7,0.36
NAKHON NAYOK,2016-04,0,32.8,54.81,0.66
NAKHON NAYOK,2016-05,0,30.89,67.06,4.08
NAKHON NAYOK,2016-06,4,27.91,82.7,8.37
NAKHON NAYOK,2016-07,8,27.03,85.46,6.62
NAKHON NAYOK,2016-08,14,27.31,84.95,7.57
NAKHON NAYOK,2016-09,1,26.47,88.48,9.69
NAKHON NAYOK,2016-10,2,26.81,87.82,7.14
NAKHON NAYOK,2016-11,0,25.9,84.77,1.62
NAKHON NAYOK,2016-12,0,23.76,79.46,0.06
NAKHON NAYOK,2017-01,1,25.11,75.37,0.89
NAKHON NAYOK,2017-02,1,26.71,61.83,0.25
NAKHON NAYOK,2017-03,2,29.08,66.42,2.81
NAKHON NAYOK,2017-04,1,29.7,69.34,1.89
NAKHON NAYOK,2017-05,7,28.41,83.41,11.47
NAKHON NAYOK,2017-06,4,27.43,86.54,7.67
NAKHON NAYOK,2017-07,3,26.33,89.16,14.52
NAKHON NAYOK,2017-08,3,26.55,89.23,9.97
NAKHON NAYOK,2017-09,5,27.2,88.7,7.55
NAKHON NAYOK,2017-10,0,26.61,87.6,7.5
NAKHON NAYOK,2017-11,0,25.25,85.06,0.98
NAKHON NAYOK,2017-12,1,23.44,78.58,0.39
NAKHON NAYOK,2018-01,1,25.2,75.78,2.11
NAKHON NAYOK,2018-02,4,26.15,68.32,1.7
NAKHON NAYOK,2018-03,6,28.5,70.92,1.42
