region,year,month,dengue_cases,temperature,humidity,rainfall
Dong Nai,2003,6,172.0,25.316403636363635,1.0606404273512313,13.453032906082536
Dong Nai,2003,7,187.0,25.860814545454545,-0.08569866624626923,6.878318466161461
Dong Nai,2003,8,0.0,24.933219090909088,-0.9021413368141893,1.5223653392075158
Dong Nai,2003,9,106.0,26.474170909090912,-1.1271822808520742,0.2090569951294893
Dong Nai,2003,10,78.0,26.36494,-0.8217069220710425,0.2392512852599731
Dong Nai,2003,11,70.0,27.630270909090907,-0.12159050805746661,0.48972105965235235
Dong Nai,2003,12,113.0,28.84206818181818,-0.13694280951940677,1.4601008336864076
Dong Nai,2004,1,102.0,27.715028181818184,0.3205414031096565,6.738567153330553
Dong Nai,2004,2,113.0,25.961852727272728,-0.04139904984917479,8.476318526928397
Dong Nai,2004,3,457.0,25.83883818181818,0.4709953373990628,10.783655346709901
Dong Nai,2004,4,201.0,25.603148181818185,0.6681775323439582,12.495740655470984
Dong Nai,2004,5,224.0,25.844816363636365,-0.8424253667287491,9.50384597209367
Dong Nai,2004,6,127.0,25.66612909090909,-0.7825972602361406,9.90385668013584
Dong Nai,2004,7,128.0,26.393017272727274,-1.156049936739511,5.807650196154353
Dong Nai,2004,8,103.0,25.78912090909091,-1.662460514068467,1.0352704795712442
Dong Nai,2004,9,65.0,25.60943,-1.4811471193903158,0.24623888707253624
Dong Nai,2004,10,63.0,27.079714545454546,-1.0609599902109639,0.2050216683293435
Dong Nai,2004,11,73.0,27.714936363636365,-0.7901545350408125,0.4801852942777755
Dong Nai,2004,12,65.0,28.771178181818183,-1.0587064136038362,1.0257293754627672
Dong Nai,2005,1,92.0,27.33356818181818,-0.4016484816968346,5.322799643512223
Dong Nai,2005,2,65.0,26.50226272727273,0.14325191661336634,8.999938653274018
Dong Nai,2005,3,164.0,25.589996363636363,-0.044176795136629865,9.423273954201832
Dong Nai,2005,4,264.0,26.054468181818184,-0.40529965305816806,9.615019133145156
Dong Nai,2005,5,378.0,25.572777272727272,-0.9847729630829469,8.813257350332353
Dong Nai,2005,6,358.0,25.72917181818182,-0.1803871403734088,9.943209779025482
Dong Nai,2005,7,434.0,25.305538181818182,0.5350244167512753,8.116677403450014
Dong Nai,2005,8,146.0,24.021233636363636,0.8781425056598592,3.5429407990622255
